system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1000_0,-0.011770453,0.18359119,0.025531989,0.13637702,0.0071290866,0.24767844,-235.5,8142.0,-181.5,13503.0,-691.5,10262.0,102.5,9314.0,0.031458255,0.22681989,0.018669711,0.12951475,0.046162106,0.28671145,-151.5,8226.0,1154.5,14839.0,482.5,11436.0,140.5,9352.0,0.009985913,0.20534755,0.05636972,0.16721475,0.01067777,0.25122714,12.5,8390.0,335.5,14020.0,-950.5,10003.0,31.5,9243.0,0.0,0.19536163,0.0,0.11084504,0.0,0.24054936,0.0,8377.5,0.0,13684.5,0.0,10953.5,0.0,9211.5,1,59.50265270527308,108.47898165852622,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1001_0,0.109670825,0.21170066,0.062074117,0.09730584,0.092306815,0.27428445,-206.5,8304.0,2284.0,14581.0,535.0,11995.0,-534.0,9486.0,0.12305676,0.2250866,0.11121179,0.14644352,0.12228068,0.30425832,-398.5,8112.0,2910.0,15207.0,-138.0,11322.0,-401.0,9619.0,0.0343417,0.13637154,0.0036900775,0.0389218,0.029182896,0.21116056,-0.5,8510.0,769.0,13066.0,627.0,12087.0,-90.0,9930.0,0.0,0.102029845,0.0,0.03523172,0.0,0.18197766,0.0,8510.5,0.0,12297.0,0.0,11460.0,0.0,10020.0,1,64.07220289253226,116.46114177862705,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1002_0,0.033798464,0.35454774,0.016876286,0.23842718,0.04953305,0.40171131,-690.0,8076.0,624.0,18921.0,-24.5,11635.5,-394.0,9016.0,-0.02425683,0.29649243,-0.04731294,0.17423795,-0.015627235,0.336551,-381.0,8385.0,-1405.0,16892.0,219.0,11879.0,-244.0,9166.0,7.2630716E-4,0.32147557,-0.015662482,0.2058884,0.024751456,0.3769297,-815.0,7951.0,-726.0,17571.0,-89.0,11571.0,-388.0,9022.0,0.0,0.32074928,0.0,0.2215509,0.0,0.35217825,0.0,8766.0,0.0,18297.0,0.0,11660.0,0.0,9410.0,1,57.91317364155199,92.60521159896379,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1003_0,7.5007346E-4,0.19274001,0.008357615,0.1182517,-0.025001504,0.2145035,384.0,8373.0,-75.0,12946.0,-234.5,10208.0,-64.5,8762.0,0.059398726,0.25138867,0.07060688,0.18050097,0.053170506,0.2926755,147.0,8136.0,1848.0,14869.0,-120.5,10322.0,68.5,8895.0,-0.0051862574,0.18680367,0.01353421,0.1234283,-0.0068098227,0.23269518,117.0,8106.0,1.5,13022.5,-281.5,10161.0,96.5,8923.0,0.0,0.19198993,0.0,0.10989409,0.0,0.239505,0.0,7989.0,0.0,13021.0,0.0,10442.5,0.0,8826.5,1,59.218605412434485,98.3308935568848,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1004_0,0.023046724,0.16574652,0.052664883,0.097732075,0.005906806,0.20113273,-692.0,8040.0,-880.0,12088.5,-1914.0,9936.0,-1078.5,8651.0,0.037039947,0.17973974,0.08815475,0.13322194,0.04195099,0.23717691,-682.5,8049.5,86.5,13055.0,-1864.5,9985.5,-652.5,9077.0,-0.014711427,0.12798837,0.029201731,0.07426892,-0.0037395705,0.19148634,-175.5,8556.5,-359.0,12609.5,-984.0,10866.0,18.5,9748.0,0.0,0.1426998,0.0,0.045067187,0.0,0.19522591,0.0,8732.0,0.0,12968.5,0.0,11850.0,0.0,9729.5,1,59.522325809995294,97.94632478375324,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1005_0,-0.024555245,0.17539324,-0.07892663,0.08335353,-0.012726321,0.21742682,-125.0,8622.0,-564.0,13413.0,1275.0,11349.0,91.0,9410.0,0.027775122,0.22772361,-0.0155881485,0.14669201,0.029831197,0.25998434,-242.0,8505.0,504.0,14481.0,702.0,10776.0,-210.0,9109.0,0.0597819,0.2597304,-0.0063559143,0.15592425,0.053348653,0.2835018,43.0,8790.0,1769.0,15746.0,1424.0,11498.0,-66.0,9253.0,0.0,0.19994849,0.0,0.16228016,0.0,0.23015314,0.0,8747.0,0.0,13977.0,0.0,10074.0,0.0,9319.0,1,59.468157398362884,101.3538143194754,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1006_0,-0.06974472,0.16957521,-0.053378627,0.111479655,-0.054334484,0.21310318,-209.5,8912.0,-2042.5,13739.0,-331.5,10983.0,68.5,9755.0,0.02230855,0.26162848,-0.0061436845,0.15871459,0.048805535,0.3162432,-833.0,8288.5,174.0,15955.5,270.0,11584.5,-348.5,9338.0,-0.028037377,0.21128255,-0.065495506,0.099362776,0.010319786,0.27775744,-735.0,8386.5,-944.5,14837.0,840.5,12155.0,-25.5,9661.0,0.0,0.23931994,0.0,0.16485828,0.0,0.26743767,0.0,9121.5,0.0,15781.5,0.0,11314.5,0.0,9686.5,1,61.957748376771725,119.84545478001894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1007_0,-0.018673232,0.314291,-0.020283053,0.20562413,-0.0036871212,0.37067068,-70.5,8149.5,-307.5,17749.5,293.0,11695.0,224.5,9260.5,-0.021393713,0.31157053,-0.009602623,0.21630457,-0.031070853,0.34328696,511.0,8731.0,-198.0,17859.0,105.0,11507.0,338.0,9374.0,-0.017921321,0.3150429,0.04478228,0.2706895,-0.12618984,0.24816796,2809.0,11029.0,253.0,18310.0,-893.0,10509.0,501.0,9537.0,0.0,0.33296424,0.0,0.22590719,0.0,0.3743578,0.0,8220.0,0.0,18057.0,0.0,11402.0,0.0,9036.0,1,53.7944878953924,93.39563921746057,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1008_0,0.15901107,0.20338227,0.10257979,0.09635336,0.14953135,0.2820153,-444.5,7930.5,3227.5,14160.5,601.5,11671.5,-630.0,9374.0,0.15757526,0.20194647,0.119555466,0.11332904,0.14235477,0.27483872,-507.0,7868.0,2899.0,13832.0,-54.0,11016.0,-820.0,9184.0,0.04409818,0.08846939,0.031904027,0.025677603,0.060787026,0.19327097,-354.5,8020.5,930.5,11863.5,199.5,11269.5,-69.0,9935.0,0.0,0.04437121,0.0,-0.0062264237,0.0,0.13248394,0.0,8375.0,0.0,10933.0,0.0,11070.0,0.0,10004.0,1,64.07085541960608,116.58322282573889,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1009_0,-0.010364576,0.23086466,0.006726737,0.17821698,0.00815502,0.26275596,-193.5,8109.5,-85.0,13890.0,-195.5,9688.0,136.5,8679.5,0.011052237,0.2522815,0.007754654,0.1792449,0.020063367,0.2746643,-65.0,8238.0,502.0,14477.0,192.5,10076.0,101.0,8644.0,-0.0055136736,0.23571557,-0.012773416,0.15871683,0.013830746,0.2684317,-345.0,7958.0,-177.0,13798.0,134.5,10018.0,-9.0,8534.0,0.0,0.24122924,0.0,0.17149024,0.0,0.25460094,0.0,8303.0,0.0,13975.0,0.0,9883.5,0.0,8543.0,1,57.746625987876236,108.04455638712602,"{""type"":""MultiPoint"",""coordinates"":[]}"
