system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1000_0,-0.014438577,0.23828174,-0.030738175,0.17761853,-0.0015834286,0.27884278,-274.5,8201.0,-538.5,14543.0,275.5,10156.0,-50.5,8946.0,-0.021231292,0.23148903,-0.0768914,0.1314653,-0.013339968,0.26708624,-178.0,8297.5,-736.5,14345.0,1131.0,11011.5,-44.5,8952.0,0.0018053197,0.25452563,-0.03025187,0.17810483,-0.0024990223,0.2779272,-17.5,8458.0,-112.5,14969.0,562.5,10443.0,-101.5,8895.0,0.0,0.25272033,0.0,0.20835671,0.0,0.2804262,0.0,8475.5,0.0,15081.5,0.0,9880.5,0.0,8996.5,1,59.41156353546336,102.00275728072334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1001_0,-0.043043684,0.19471829,-0.056387845,0.09221131,-0.0063005197,0.2537533,-474.5,8872.5,-1010.5,14906.5,591.0,12389.5,245.5,10047.5,-0.061130136,0.17663184,-0.08933561,0.059263542,-0.021683834,0.23837,-899.0,8448.0,-2181.0,13736.0,400.5,12199.0,-190.0,9612.0,-0.07062934,0.16713262,-0.060865577,0.08773358,-0.05300617,0.20704766,-571.0,8776.0,-2558.0,13359.0,-594.5,11204.0,-269.0,9533.0,0.0,0.23776196,0.0,0.14859916,0.0,0.26005384,0.0,9347.0,0.0,15917.0,0.0,11798.5,0.0,9802.0,1,68.18010885528241,94.4361578110562,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1002_0,0.005996719,0.2565445,-0.027938915,0.17907263,0.008416671,0.29145676,-29.5,8262.5,221.0,15060.0,736.5,10485.5,17.5,8910.5,-0.00919459,0.2413532,-0.045469757,0.16154179,0.0037116413,0.28675172,-115.5,8176.5,-88.0,14751.0,899.0,10648.0,122.0,9015.0,0.07301309,0.32356086,0.089958385,0.29696992,0.08127569,0.36431575,-509.0,7783.0,1865.0,16704.0,-694.5,9054.5,-356.0,8537.0,0.0,0.2505478,0.0,0.20701155,0.0,0.28304008,0.0,8292.0,0.0,14839.0,0.0,9749.0,0.0,8893.0,1,62.88696570666496,86.96064751119879,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1003_0,0.06684712,0.23495145,0.020652784,0.13778883,0.051145095,0.27277705,498.5,8630.5,2342.0,15105.0,1360.0,11446.5,268.0,9357.5,0.057036694,0.22514103,0.015898803,0.13303484,0.052480374,0.27411234,158.0,8290.0,1788.0,14551.0,1047.5,11134.0,113.5,9203.0,0.050375544,0.21847989,0.006867257,0.1240033,0.042381458,0.26401344,199.0,8331.0,1545.0,14308.0,1064.5,11151.0,87.5,9177.0,0.0,0.16810434,0.0,0.11713604,0.0,0.22163197,0.0,8132.0,0.0,12763.0,0.0,10086.5,0.0,9089.5,1,58.64512093505258,109.49605422320634,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1004_0,-0.0013392726,0.21409042,-0.042635545,0.10420383,9.2782377E-4,0.2909206,82.0,8415.0,180.0,15320.0,1165.5,12428.5,144.0,9917.0,-0.102400765,0.11302893,-0.117562935,0.029276436,-0.10228426,0.1877085,311.0,8644.0,-2501.0,12639.0,657.0,11920.0,299.0,10072.0,-0.02790149,0.18752821,0.010583953,0.15742333,-0.04374386,0.2462489,420.5,8753.5,-667.0,14473.0,-727.0,10536.0,129.0,9902.0,0.0,0.2154297,0.0,0.14683938,0.0,0.28999275,0.0,8333.0,0.0,15140.0,0.0,11263.0,0.0,9773.0,1,58.91542400404415,118.74699485059759,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1005_0,-0.013115728,0.23544015,-0.0048743673,0.19544756,0.013968071,0.2751943,-109.0,8627.0,264.0,15178.0,279.0,10215.0,417.0,9393.0,-0.020103086,0.2284528,-0.037420433,0.16290149,-0.006514084,0.25471213,-37.0,8699.0,-269.0,14645.0,606.0,10542.0,222.0,9198.0,0.104671046,0.35322693,0.1543513,0.35467324,-0.024902187,0.23632403,3008.0,11744.0,4098.5,19012.5,-879.0,9057.0,111.0,9087.0,0.0,0.24855588,0.0,0.20032193,0.0,0.2612262,0.0,8736.0,0.0,14914.0,0.0,9936.0,0.0,8976.0,1,53.80850161382467,98.49717171597533,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1006_0,0.021522634,0.28336963,-0.032243717,0.19001767,0.08114577,0.33578917,-1066.0,8204.0,895.0,16499.0,1301.0,11230.0,85.0,9213.0,7.8048435E-4,0.26262748,-0.06270267,0.15955871,0.054969005,0.30961242,-1014.0,8256.0,57.0,15661.0,1422.0,11351.0,18.0,9146.0,0.0031102651,0.26495728,-0.013037196,0.2092242,0.02312317,0.2777666,-319.0,8951.0,232.0,15836.0,427.0,10356.0,74.0,9202.0,0.0,0.261847,0.0,0.22226138,0.0,0.2546434,0.0,9270.0,0.0,15604.0,0.0,9929.0,0.0,9128.0,1,58.97929422074504,103.3831085463014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1007_0,-0.026029395,0.21237333,-0.08656525,0.13211289,-0.02943784,0.24893437,9.5,8237.5,-878.0,13698.0,1156.0,10501.0,-65.0,8899.0,-0.015347865,0.22305486,-0.08766661,0.13101155,-0.01490234,0.26346987,97.0,8325.0,-295.0,14281.0,1627.5,10972.5,108.0,9072.0,-0.0047288253,0.2336739,-0.024860006,0.19381814,-0.019891586,0.25848064,78.5,8306.5,-478.5,14097.5,175.0,9520.0,-207.0,8757.0,0.0,0.23840272,0.0,0.21867815,0.0,0.27837223,0.0,8228.0,0.0,14576.0,0.0,9345.0,0.0,8964.0,1,59.37545126104175,100.74475655684238,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1008_0,0.029296601,0.26339045,0.06593048,0.23547874,0.0121628875,0.28464863,-50.0,8439.0,307.0,15155.0,-1165.0,9378.0,-379.0,8836.0,0.0104255555,0.2445194,0.05268546,0.22223373,0.003944394,0.27643016,-122.0,8367.0,-88.0,14760.0,-1150.5,9392.5,-255.0,8960.0,0.0074058757,0.2414997,0.04301152,0.21255979,-0.02907999,0.24340576,381.5,8870.5,-270.0,14578.0,-1076.0,9467.0,-308.5,8906.5,0.0,0.23409383,0.0,0.16954826,0.0,0.27248576,0.0,8489.0,0.0,14848.0,0.0,10543.0,0.0,9215.0,1,55.32090522616829,106.16806559012875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1009_0,0.03514752,0.28462842,0.058475107,0.19831006,0.045441356,0.32722983,-246.5,8267.0,1115.0,16309.0,-555.0,10911.0,-44.5,9082.0,0.024106828,0.27358773,0.028662141,0.1684971,0.036872495,0.31866094,-240.0,8273.5,818.5,16012.5,-71.5,11394.5,6.5,9133.0,0.0025155602,0.25199646,0.023876382,0.16371134,0.025738599,0.30752707,-293.5,8220.0,327.0,15521.0,-312.0,11154.0,146.5,9273.0,0.0,0.24948089,0.0,0.13983496,0.0,0.28178847,0.0,8513.5,0.0,15194.0,0.0,11466.0,0.0,9126.5,1,57.11142725047532,86.97681718631294,"{""type"":""MultiPoint"",""coordinates"":[]}"
