system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1645_0,0.052004125,0.26374066,0.080373995,0.23369756,0.056009594,0.2852946,-129.5,8758.0,1574.5,15750.0,-623.5,9783.0,-45.5,9176.0,0.056628793,0.26836535,0.073453225,0.2267768,0.068039745,0.29732475,-239.5,8648.0,1791.0,15966.5,-343.0,10063.5,-11.5,9210.0,0.019794682,0.23153123,2.957434E-4,0.15361932,0.05260944,0.28189445,-669.5,8218.0,494.5,14670.0,356.5,10763.0,-67.5,9154.0,0.0,0.21173654,0.0,0.15332358,0.0,0.229285,0.0,8887.5,0.0,14175.5,0.0,10406.5,0.0,9221.5,1,59.12455180218717,94.81776214375017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1646_0,0.0094235595,0.19435853,-9.072072E-4,0.083623305,0.018052801,0.24814688,-443.5,8723.0,-164.5,14481.0,-116.5,12246.0,-306.0,9768.0,0.042172126,0.2271071,0.02820878,0.11273929,0.05856744,0.2886615,-615.5,8551.0,845.5,15491.0,-10.5,12352.0,-317.0,9757.0,0.030310571,0.21524554,0.022360671,0.10689118,0.0011956402,0.23128971,149.5,9316.0,276.5,14922.0,-322.5,12040.0,-438.0,9636.0,0.0,0.18493497,0.0,0.08453051,0.0,0.23009408,0.0,9166.5,0.0,14645.5,0.0,12362.5,0.0,10074.0,1,63.45506029234215,117.36448762833764,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1647_0,0.017931897,0.19229174,0.016468108,0.10225137,0.017724706,0.28184655,-65.5,8050.5,427.5,14369.5,-35.5,11703.5,-67.5,9734.5,-0.025919305,0.14844054,-0.018940274,0.06684299,-0.03944618,0.22467569,311.0,8427.0,-631.0,13311.0,-96.0,11643.0,68.0,9870.0,-0.086862385,0.08749745,-0.07119491,0.014588355,-0.07338218,0.19073969,37.5,8153.5,-1945.0,11997.0,-87.0,11652.0,264.5,10066.5,0.0,0.17435984,0.0,0.085783266,0.0,0.26412186,0.0,8116.0,0.0,13942.0,0.0,11739.0,0.0,9802.0,1,65.44096589094518,118.49366994047588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1648_0,0.033860914,0.24979933,0.06460143,0.21186177,0.06030578,0.30287436,-574.5,8331.0,960.5,15570.0,-733.0,10126.0,-74.5,9346.0,0.03947739,0.2554158,0.021574246,0.16883458,0.051676404,0.29424497,-428.5,8477.0,936.0,15545.5,195.5,11054.5,-200.5,9220.0,0.069724575,0.28566298,0.10707064,0.254331,0.040279012,0.28284758,100.5,9006.0,1500.5,16110.0,-1282.0,9577.0,-469.5,8951.0,0.0,0.2159384,0.0,0.14726034,0.0,0.24256857,0.0,8905.5,0.0,14609.5,0.0,10859.0,0.0,9420.5,1,59.8680873628529,100.34159265732953,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1649_0,0.025219038,0.18840286,0.048705433,0.112693936,0.036625266,0.27519432,-71.5,8346.5,991.5,14684.5,-336.0,11710.0,177.5,10028.5,0.047801442,0.21098527,0.043105647,0.10709415,0.032538153,0.2711072,-156.0,8262.0,715.0,14408.0,-425.5,11620.5,-463.5,9387.5,-0.05668289,0.10650094,-0.037824385,0.026164116,-0.05933477,0.17923427,194.5,8612.5,-1319.0,12374.0,-303.0,11743.0,141.0,9992.0,0.0,0.16318382,0.0,0.0639885,0.0,0.23856904,0.0,8418.0,0.0,13693.0,0.0,12046.0,0.0,9851.0,1,63.23650018371587,119.99556326399531,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1650_0,0.15561968,0.36586633,0.23924035,0.34742647,-0.26605105,-0.0087128095,13736.0,22749.5,7096.5,22356.5,-1453.0,10827.5,421.5,10379.5,0.02141276,0.23165941,0.014377678,0.1225638,0.017391868,0.27473012,39.5,9053.0,651.5,15911.5,156.5,12437.0,-32.0,9926.0,0.024101947,0.2343486,0.047050655,0.15523678,-0.002147921,0.25519034,305.0,9318.5,444.0,15704.0,-797.0,11483.5,-217.0,9741.0,0.0,0.21024665,0.0,0.108186126,0.0,0.25733826,0.0,9013.5,0.0,15260.0,0.0,12280.5,0.0,9958.0,1,63.206586284754685,113.16441451743681,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1651_0,-0.022763057,0.1948908,0.03727786,0.18151785,0.00808043,0.2651971,-469.5,7633.5,-568.5,13143.5,-1150.0,9105.0,46.0,8856.0,-0.0031598152,0.21449403,-0.008725205,0.1355148,0.003848652,0.26096532,-49.0,8054.0,30.0,13742.0,207.0,10462.0,78.0,8888.0,0.020797295,0.23845114,0.0067744846,0.15101448,0.029609816,0.28672647,26.0,8129.0,952.5,14664.5,561.5,10816.5,207.5,9017.5,0.0,0.21765386,0.0,0.14423999,0.0,0.25711668,0.0,8103.0,0.0,13712.0,0.0,10255.0,0.0,8810.0,1,60.07128628012073,110.76618220342293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1652_0,0.050979935,0.28892657,0.05245505,0.17726676,-0.060610026,0.24429736,2165.5,10618.0,1615.0,17483.0,-128.5,12218.0,-123.0,9645.0,0.026923781,0.2648704,0.025038663,0.14985037,0.00694137,0.31184876,265.0,8717.5,750.5,16618.5,-59.5,12287.0,-109.5,9658.5,0.024459913,0.26240656,0.04041593,0.16522764,-0.057774335,0.24713305,1690.5,10143.0,934.0,16802.0,-309.5,12037.0,49.0,9817.0,0.0,0.23794664,0.0,0.12481171,0.0,0.30490738,0.0,8452.5,0.0,15868.0,0.0,12346.5,0.0,9768.0,1,63.178019858719686,118.73163365923914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1653_0,0.01879449,0.21242045,0.0327694,0.11863623,-0.08046308,0.18495062,2309.0,10810.0,1072.0,15716.0,54.5,12382.5,316.0,10209.0,0.0033747833,0.19700074,0.010021591,0.09588841,-0.02558015,0.23983355,724.0,9225.0,402.0,15046.0,85.0,12413.0,200.5,10093.5,0.007900765,0.20152672,0.021557726,0.10742455,-6.219855E-4,0.2647917,191.0,8692.0,309.0,14953.0,-276.0,12052.0,44.0,9937.0,0.0,0.19362596,0.0,0.085866824,0.0,0.2654137,0.0,8501.0,0.0,14644.0,0.0,12328.0,0.0,9893.0,1,63.0405776202494,115.71086885333042,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1654_0,-0.014541182,0.2592382,-0.01730538,0.16073924,0.0014471648,0.30845723,-557.0,8780.0,-997.5,16612.5,-275.5,12011.5,-267.5,9772.5,0.06332157,0.33710095,0.119383246,0.29742786,-0.11577321,0.19123685,4156.0,13493.0,2264.0,19874.0,-1525.0,10762.0,-187.0,9853.0,0.009105346,0.28288472,-0.012296463,0.16574815,0.03265013,0.3396602,-709.0,8628.0,-106.0,17504.0,239.5,12526.5,-255.5,9784.5,0.0,0.2737794,0.0,0.17804462,0.0,0.30701005,0.0,9337.0,0.0,17610.0,0.0,12287.0,0.0,10040.0,1,60.78086552304674,106.20256089703894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1655_0,0.05886069,0.24033558,0.10317214,0.2094963,0.061354842,0.2938098,-245.0,8231.0,1470.0,15080.0,-1138.0,9856.0,-193.0,9236.0,0.012277581,0.19375247,0.037043944,0.14336812,0.0019732916,0.23442824,-50.5,8425.5,-24.5,13585.5,-815.5,10178.5,-253.5,9175.5,0.07551328,0.25698817,0.037308034,0.1436322,0.07497997,0.30743492,10.0,8486.0,2410.0,16020.0,1002.0,11996.0,40.5,9469.5,0.0,0.1814749,0.0,0.10632417,0.0,0.23245496,0.0,8476.0,0.0,13610.0,0.0,10994.0,0.0,9429.0,1,59.37006136933704,103.26911233674664,"{""type"":""MultiPoint"",""coordinates"":[]}"
