system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,4_NBR_lag0,4_NDMI_lag0,4_NDVI_lag0,4_SR_B4_lag0,4_SR_B5_lag0,4_SR_B6_lag0,4_SR_B7_lag0,class,latitude,longitude,.geo
1_3000_0,0.1352157,0.39566585,0.13742189,0.2569455,0.12095151,0.43495703,-1414.5,8204.0,2410.5,20834.5,-2173.5,12316.5,-1788.5,9021.5,0.11537148,0.37582165,0.11567746,0.23520108,0.104643814,0.41864935,-1298.5,8320.0,1879.0,20303.0,-1919.0,12571.0,-1599.0,9211.0,0.09198794,0.3524381,0.11069064,0.23021425,0.07537343,0.38937896,-1000.5,8618.0,1185.0,19609.0,-2220.0,12270.0,-1421.0,9389.0,0.04367119,0.30412135,0.062158313,0.18168192,0.023153001,0.33715853,-434.5,9184.0,103.0,18527.0,-1660.0,12830.0,-924.0,9886.0,0.26045015,0.11952361,0.31400552,9618.5,18424.0,14490.0,10810.0,1,1.9426517176726714,114.4269966492668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3001_0,0.13258184,0.3835357,0.15159236,0.25481263,0.17113557,0.43109277,-2982.5,7994.0,1421.0,20109.0,-3249.0,11942.0,-2230.0,8960.0,0.12812097,0.37907484,0.1508485,0.25406876,0.17013927,0.43009645,-2808.5,8168.0,1808.5,20496.5,-2999.5,12191.5,-1961.5,9228.5,0.115572356,0.36652625,0.14134537,0.24456565,0.15270524,0.41266242,-2817.5,8159.0,936.0,19624.0,-3279.5,11911.5,-2093.0,9097.0,0.13290903,0.3838629,0.1462588,0.24947909,0.16683353,0.4267907,-2906.0,8070.5,1400.5,20088.5,-3124.5,12066.5,-2246.0,8944.0,0.25095388,0.103220284,0.2599572,10976.5,18688.0,15191.0,11190.0,1,2.6689396248833046,114.38360802104383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3002_0,0.005245355,0.41053644,-8.6103694E-4,0.27287441,0.004848305,0.44558224,64.0,8446.0,429.0,22022.0,268.0,12580.0,65.0,9203.0,0.0067461864,0.41203725,0.0031500377,0.27688548,0.012114046,0.452848,-118.5,8263.5,349.0,21942.0,114.0,12426.0,-1.5,9136.5,-0.017375004,0.38791606,-0.0122544775,0.26148096,-0.013835792,0.42689815,-113.0,8269.0,-1005.0,20588.0,-259.0,12053.0,-58.5,9079.5,0.029958373,0.43524945,0.02986022,0.30359566,0.029098725,0.46983266,-65.0,8317.0,1465.0,23058.0,6.0,12318.0,-65.0,9073.0,0.40529108,0.27373543,0.44073394,8382.0,21593.0,12312.0,9138.0,1,2.739816700800335,113.53685603423277,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3003_0,-0.019582804,0.36343417,-0.017129265,0.23519252,-0.025454527,0.41069472,-86.0,8067.0,-1455.0,19311.0,-441.0,11957.0,-248.0,9016.0,0.016572664,0.39958966,0.003367023,0.25568882,0.018804897,0.45495415,152.0,8305.0,1403.5,22169.5,743.0,13141.0,246.5,9510.5,-0.010997983,0.372019,0.001149133,0.25347093,0.0017527674,0.437902,61.5,8214.5,247.5,21013.5,117.0,12515.0,354.0,9618.0,0.0200332,0.40305018,0.0100366445,0.26235843,0.018663013,0.45481226,-258.0,7895.0,301.5,21067.5,-87.5,12310.5,-300.5,8963.5,0.38301697,0.2523218,0.43614924,8153.0,20766.0,12398.0,9264.0,1,2.495654606576649,113.96292697349065,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3004_0,0.013978952,0.36448017,0.0055480027,0.24602295,0.009216598,0.41343188,-213.5,8175.0,-72.0,19699.0,-185.5,11920.0,-333.5,9175.0,0.009965537,0.36046675,-0.019339805,0.22113515,0.011342705,0.41555798,-349.5,8039.0,-300.0,19471.0,313.5,12419.0,-355.5,9153.0,0.036128048,0.38662925,0.017040012,0.25751498,0.035235006,0.4394503,-210.5,8178.0,1229.5,21000.5,294.0,12399.5,-219.0,9289.5,0.032660663,0.38316187,0.010315837,0.2507908,0.026997246,0.4312125,-374.0,8014.5,395.5,20166.5,-26.0,12079.5,-515.0,8993.5,0.3505012,0.24047495,0.40421528,8388.5,19771.0,12105.5,9508.5,1,2.2668537037114067,114.24320134213595,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3005_0,0.015490954,0.3793814,0.008993501,0.23490088,0.018397432,0.4421375,42.0,8289.0,1052.5,21428.0,410.0,13276.0,138.0,9641.0,0.014591855,0.37848228,0.010092382,0.23599976,0.007911827,0.4316519,-168.5,8078.5,-26.0,20349.5,-287.5,12578.5,-328.0,9175.0,0.013988245,0.37787867,0.020172777,0.24608015,0.009691382,0.43343145,30.0,8277.0,565.5,20941.0,-196.0,12670.0,-48.0,9455.0,-0.030020302,0.3338701,-0.02247097,0.2034364,-0.026475772,0.3972643,-29.0,8218.0,-1324.5,19051.0,-256.0,12610.0,11.0,9514.0,0.3638904,0.22590737,0.42374006,8247.0,20375.5,12866.0,9503.0,1,1.9768775299976251,113.82656271336131,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3006_0,0.14810626,0.35035816,0.1710735,0.22366811,0.18232545,0.39705724,-3210.0,8421.0,1520.0,19512.0,-3815.0,12379.0,-2551.5,9387.0,0.14657564,0.34882754,0.16329029,0.21588492,0.185081,0.3998128,-3295.0,8336.0,1450.0,19442.0,-3656.0,12538.0,-2552.5,9386.0,0.14451794,0.34676984,0.15810688,0.2107015,0.17607695,0.39080873,-3187.0,8444.0,1286.0,19278.0,-3626.0,12568.0,-2588.0,9350.5,0.096750006,0.2990019,0.12880409,0.18139872,0.13852231,0.3532541,-2270.0,9361.0,1595.0,19587.0,-2622.0,13572.0,-1368.5,10570.0,0.20225188,0.05259463,0.2147318,11631.0,17992.0,16194.0,11938.5,1,2.6802583974632106,114.37498419431628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3008_0,0.024238179,0.3582435,0.029007329,0.2336744,-0.013565219,0.4024449,-940.5,8065.5,-2907.5,18929.5,-2658.5,11758.5,-1958.0,8944.0,0.04051914,0.37452444,0.034530602,0.23919767,0.007045166,0.4230553,-803.0,8203.0,-1604.0,20233.0,-1995.0,12422.0,-1695.0,9207.0,-0.0176384,0.3163669,0.012377857,0.21704493,-0.029365027,0.38664508,-289.0,8717.0,-2130.0,19707.0,-1739.0,12678.0,-667.5,10234.5,-0.018808909,0.3151964,0.01030196,0.21496902,-0.0294076,0.38660252,-719.0,8287.0,-3104.0,18733.0,-2313.0,12104.0,-1148.0,9754.0,0.33400533,0.20466708,0.4160101,9006.0,21837.0,14417.0,10902.0,1,2.2285854726079153,113.10835964370776,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3009_0,0.0825788,0.35911384,0.09431193,0.2500164,0.07241278,0.40024993,-789.0,8159.0,1372.5,19049.0,-1484.5,11429.0,-1035.5,8982.5,0.072209194,0.34874424,0.07650113,0.23220561,0.060594536,0.38843167,-1071.0,7877.0,206.5,17883.0,-1770.5,11143.0,-1383.0,8635.0,0.063957594,0.34049264,0.07483951,0.23054399,0.06945856,0.3972957,-791.0,8157.0,1234.5,18911.0,-1088.5,11825.0,-714.0,9304.0,0.08985348,0.36638853,0.091537,0.24724148,0.08214188,0.40997902,-930.5,8017.5,1483.0,19159.5,-1350.0,11563.5,-1133.5,8884.5,0.27653506,0.15570448,0.32783714,8948.0,17676.5,12913.5,10018.0,1,2.269818144149001,114.2669168656367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3010_0,0.0132595245,0.2885035,0.035752267,0.18750335,-0.013836943,0.33871454,1554.5,10937.0,2540.5,22141.0,713.5,15149.0,1086.5,12226.0,0.11161198,0.38685596,0.09611985,0.24787094,0.0852897,0.4378412,-1247.5,8135.0,1206.5,20807.0,-1894.5,12541.0,-1940.5,9199.0,0.045180753,0.32042474,0.07271229,0.22446337,0.017454604,0.3700061,-1119.5,8263.0,-1631.5,17969.0,-3054.5,11381.0,-1891.5,9248.0,0.093056686,0.36830068,0.0840429,0.235794,0.063498,0.41604948,-1241.5,8141.0,141.0,19741.5,-2227.5,12208.0,-2025.5,9114.0,0.27524397,0.15175109,0.3525515,9382.5,19600.5,14435.5,11139.5,1,2.5029309603780168,113.8828870816756,"{""type"":""MultiPoint"",""coordinates"":[]}"
