system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1010_0,0.052258097,0.32175004,0.05806085,0.18508963,0.017130576,0.36865425,-482.0,8264.0,-313.0,17915.0,-1800.0,12319.0,-1296.0,9193.0,0.059966,0.32945794,0.06451565,0.19154443,0.024185123,0.37570882,-599.0,8147.0,-275.0,17953.0,-1938.0,12181.0,-1434.0,9055.0,0.084527254,0.3540192,0.07970039,0.20672917,0.04370866,0.39523235,-475.5,8270.5,852.5,19080.5,-1576.0,12543.0,-1386.0,9103.0,0.069049366,0.3385413,0.086410835,0.21343961,0.022590742,0.37411442,-44.0,8702.0,877.0,19105.0,-1735.0,12384.0,-1048.0,9441.0,1,-1.0958997308616103,-61.88875776295135,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1011_0,0.06280053,0.27374825,0.0779799,0.15548757,0.019244935,0.33019844,-614.0,9223.0,-399.0,18316.5,-2636.0,13387.0,-1751.5,10443.5,0.066846296,0.27779403,0.060121354,0.13762902,0.01837232,0.32932582,-1023.0,8814.0,-1245.5,17470.0,-2780.0,13243.0,-2321.0,9874.0,0.028167035,0.23911478,0.013187271,0.090694934,-7.66306E-4,0.3101872,-330.0,9507.0,-658.5,18057.0,-969.0,15054.0,-1107.0,11088.0,0.014329441,0.22527717,-4.77824E-4,0.07702984,-0.014896575,0.29605693,-143.0,9694.0,-867.5,17848.0,-728.0,15295.0,-910.0,11285.0,1,-4.1686769917208455,-50.20320305253938,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1012_0,0.21246444,0.25561938,0.24300335,0.117565416,0.13465008,0.32214656,-2382.5,8463.0,656.0,16507.0,-7364.0,13034.0,-4753.5,9786.0,0.222002,0.26515692,0.23798123,0.112543285,0.14211445,0.32961094,-2381.0,8464.5,937.0,16788.0,-7006.5,13391.5,-4788.5,9751.0,0.2127791,0.25593403,0.24381566,0.11837771,0.13044456,0.31794104,-2411.5,8434.0,446.0,16297.0,-7551.0,12847.0,-4884.5,9655.0,0.21808639,0.26124132,0.2464526,0.12101465,0.13786311,0.3253596,-2286.0,8559.5,964.5,16815.5,-7213.0,13185.0,-4690.0,9849.5,1,-13.879644876109698,-59.54550234432558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1013_0,0.0519977,0.3231294,0.061188612,0.19382831,0.037185293,0.3860787,-190.0,8165.0,1125.5,18434.5,-806.5,12448.5,-494.5,9430.5,0.030227534,0.3013592,0.03870505,0.17134476,0.013044593,0.36193797,-124.0,8231.0,260.0,17569.0,-826.0,12429.0,-493.0,9432.0,0.033745904,0.30487758,0.039864883,0.17250459,0.009732005,0.35862538,-367.0,7988.0,-388.0,16921.0,-1313.0,11942.0,-911.0,9014.0,0.061390586,0.33252227,0.08136145,0.21400116,0.03557544,0.38446882,45.0,8400.0,1584.5,18893.5,-1022.5,12232.5,-461.0,9464.0,1,-11.115169420760282,-73.22450850172719,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1014_0,0.2451133,0.37194577,0.29025358,0.21767272,0.32391968,0.44102862,-5435.0,8173.0,3852.0,21070.0,-6376.0,13537.0,-3696.5,9645.5,0.2565369,0.38336936,0.31654558,0.24396472,0.32580975,0.4429187,-5332.0,8276.0,4218.0,21436.0,-6885.0,13028.0,-3787.0,9555.0,0.27472377,0.40155622,0.32218993,0.24960905,0.34852618,0.46563512,-5596.0,8012.0,4757.0,21975.0,-6717.0,13196.0,-3959.0,9383.0,0.28573593,0.4125684,0.32944787,0.25686702,0.36075428,0.47786322,-5444.0,8164.0,5889.5,23107.5,-6250.5,13662.5,-3732.5,9609.5,1,-2.9845177841944923,-54.61024800490134,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1015_0,0.0832143,0.34633744,0.08957284,0.21344559,0.058484428,0.41632947,-969.0,8078.0,472.0,19602.0,-2207.0,12706.0,-1643.0,9517.0,0.08640743,0.34953058,0.078069344,0.2019421,0.06759347,0.42543852,-964.5,8082.5,922.0,20052.0,-1599.0,13314.0,-1495.0,9665.0,0.081961386,0.34508452,0.07661034,0.2004831,0.052967653,0.4108127,-1056.0,7991.0,4.5,19134.5,-2169.5,12743.5,-1843.5,9316.5,0.0858868,0.34900993,0.07359189,0.19746463,0.06193962,0.41978467,-882.5,8164.5,848.5,19978.5,-1523.5,13389.5,-1519.0,9641.0,1,-4.631129699985576,-50.936228324380906,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1016_0,0.17968865,0.36474428,0.18694562,0.23179618,0.15114698,0.4181956,-1148.5,8062.5,3730.0,19653.0,-2299.5,12256.5,-1802.0,9148.0,0.17701451,0.36207014,0.19204168,0.23689224,0.14508729,0.4121359,-966.5,8244.5,3881.5,19804.5,-2337.5,12218.5,-1674.5,9275.5,0.17523861,0.36029425,0.18371458,0.22856513,0.14500986,0.41205847,-1088.0,8123.0,3586.0,19509.0,-2306.0,12250.0,-1775.5,9174.5,0.15055501,0.33561066,0.15656358,0.20141412,0.11459132,0.38163993,-1074.0,8137.0,2258.0,18181.0,-2471.0,12085.0,-1906.0,9044.0,1,-8.11299974123284,-54.79997219290738,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1017_0,0.20919697,0.33616912,0.2276446,0.2050572,0.17624189,0.3866114,-1749.5,7990.0,3133.0,18062.0,-3704.0,11915.0,-2591.5,8973.5,0.22793072,0.35490286,0.24169041,0.21910301,0.19608212,0.4064516,-1689.5,8050.0,4146.0,19075.0,-3400.5,12218.5,-2483.0,9082.0,0.18182042,0.30879256,0.20765084,0.18506344,0.16006422,0.37043372,-1458.5,8281.0,3097.0,18026.0,-3223.0,12396.0,-2045.0,9520.0,0.21009494,0.3370671,0.2246328,0.2020454,0.18642986,0.39679936,-1466.0,8273.5,4229.5,19158.5,-2901.0,12718.0,-2066.0,9499.0,1,-7.904141437675053,-72.11742474557828,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1018_0,0.010417249,0.37140003,0.017946323,0.24640784,0.008300667,0.41440612,-70.0,7955.0,214.0,19214.0,-316.0,11617.0,-114.0,8807.0,-5.3531834E-4,0.36044747,0.0058045606,0.23426607,0.0034592603,0.4095647,-52.5,7972.5,33.0,19033.0,-125.0,11808.0,26.5,8947.5,0.018383682,0.37936646,0.027788486,0.25625,0.0133809,0.41948634,-51.5,7973.5,497.0,19497.0,-390.0,11543.0,-148.5,8772.5,0.025880083,0.38686284,0.031347267,0.25980878,0.019602004,0.42570746,-90.0,7935.0,699.0,19699.0,-359.0,11574.0,-212.0,8709.0,1,-13.277324478107559,-61.92999043449244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1019_0,0.040344395,0.33993623,0.021336861,0.19774422,0.08036488,0.37630212,-563.0,8951.0,2240.0,19752.0,970.0,13230.0,292.0,9730.0,0.040215023,0.33980685,0.033266954,0.20967431,0.07796598,0.37390321,-915.5,8598.5,1356.5,18868.5,67.5,12327.5,-140.5,9297.5,0.10104301,0.40063486,0.07888835,0.25529572,0.15173082,0.44766805,-928.0,8586.0,4992.0,22504.0,1090.5,13350.5,192.0,9630.0,0.03637924,0.3359711,0.046560757,0.22296812,0.09206375,0.388001,-879.0,8635.0,2072.0,19584.0,183.0,12443.0,296.0,9734.0,1,-3.416787098912806,-72.74938954795637,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1020_0,0.010883395,0.29335657,0.0073592872,0.13852122,0.014967552,0.36042774,97.0,8553.0,811.0,18193.0,415.0,13766.0,215.0,9940.0,0.044138413,0.32661158,0.04528334,0.17644529,0.044859007,0.3903192,-61.0,8395.0,1762.0,19144.0,50.5,13401.5,-7.5,9717.5,0.026519377,0.30899253,0.030023433,0.16118537,0.025276355,0.37073654,-181.5,8274.5,642.5,18024.5,-330.5,13020.5,-210.0,9515.0,0.040886063,0.32335922,0.042087995,0.17324995,0.041424535,0.38688472,-39.0,8417.0,1657.5,19039.5,65.5,13416.5,10.0,9735.0,1,-1.7580479267861098,-56.20565594949761,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1021_0,0.118089534,0.34122172,0.12105034,0.18938607,0.08271749,0.40288848,-1217.5,8165.5,963.5,19184.5,-2815.0,13075.0,-2150.0,9423.0,0.11645481,0.33958697,0.13204607,0.2003818,0.079987034,0.40015802,-1032.0,8351.0,1272.0,19493.0,-2905.0,12985.0,-1963.0,9610.0,0.120778725,0.3439109,0.13067056,0.19900629,0.08032176,0.40049276,-1170.5,8212.5,964.0,19185.0,-3073.5,12816.5,-2207.0,9366.0,0.13383344,0.3569656,0.1458928,0.21422853,0.09588355,0.41605455,-1095.5,8287.5,1876.0,20097.0,-2884.5,13005.5,-2049.5,9523.5,1,-14.988345599770012,-67.07868448542348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1022_0,0.114649765,0.36915395,0.10970458,0.22558677,0.104052536,0.41796374,-1252.5,8273.5,1913.0,20156.0,-1718.0,12736.0,-1554.0,9287.0,0.10917566,0.36367986,0.11747381,0.233356,0.10444382,0.41835502,-1344.0,8182.0,1709.0,19952.0,-2052.0,12402.0,-1531.0,9310.0,0.107030384,0.36153457,0.09763331,0.2135155,0.09325017,0.40716136,-1003.5,8522.5,1986.0,20229.0,-1343.5,13110.5,-1355.0,9486.0,0.04481643,0.29932064,0.034659527,0.15054172,0.06905707,0.38296828,-737.0,8789.0,1456.0,19699.0,90.0,14544.0,-218.0,10623.0,1,2.3708786136124473,-60.9646608301776,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1023_0,0.17486303,0.3278118,0.15452977,0.19946022,0.085592665,0.37156475,-1354.0,8043.5,630.0,17555.0,-3753.0,11716.5,-3547.5,8887.0,0.16919349,0.32214227,0.13905488,0.18398535,0.084499635,0.37047172,-1230.0,8167.5,855.5,17780.5,-3215.0,12254.5,-3318.5,9116.0,0.13939522,0.292344,0.115538046,0.1604685,0.05468241,0.3406545,-1187.0,8210.5,-230.5,16694.5,-3392.0,12077.5,-3293.0,9141.5,0.17479528,0.32774407,0.15467086,0.19960132,0.09061961,0.37659168,-1221.5,8176.0,1129.0,18054.0,-3423.5,12046.0,-3293.5,9141.0,1,-13.926536933940737,-59.63874747081719,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1024_0,0.013248687,0.32192147,0.031765323,0.19778226,0.0018435871,0.3695665,-385.0,7980.5,-759.0,17337.0,-1331.5,11611.5,-666.5,8893.0,0.03740477,0.34607756,0.042414878,0.20843183,0.032284584,0.40000752,-368.5,7997.0,564.0,18660.0,-720.0,12223.0,-494.5,9065.0,0.03092622,0.33959898,0.041741025,0.20775796,0.026827017,0.39454994,-11.5,8354.0,1146.0,19242.0,-321.0,12622.0,-73.5,9486.0,0.053818572,0.36249134,0.056726277,0.22274323,0.06187027,0.42959318,-510.0,7855.5,1592.0,19688.0,-428.0,12515.0,-347.5,9212.0,1,-3.7859946806859295,-50.90361947956737,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1025_0,0.02723783,0.3270025,0.024168735,0.18904898,-0.018753923,0.38348576,-218.5,8375.5,-1365.0,18795.0,-1634.5,12818.5,-1329.0,9532.0,0.05621653,0.3559812,0.056625396,0.22150564,0.005992515,0.4082322,-316.5,8277.5,-462.0,19698.0,-1899.0,12554.0,-1505.5,9355.5,0.043356642,0.34312132,0.038780175,0.20366043,8.525845E-4,0.40309227,-158.5,8435.5,-331.5,19828.5,-1334.5,13118.5,-1163.5,9697.5,0.06521099,0.36497566,0.057039805,0.22192006,0.01968157,0.42192125,-100.0,8494.0,733.0,20893.0,-1149.0,13304.0,-1141.0,9720.0,1,-6.424346670144964,-53.69558338261084,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1026_0,0.025163395,0.38152856,0.02260931,0.24448922,0.020410335,0.43245712,-17.0,8075.0,947.0,20381.0,-3.0,12373.0,-98.0,9124.0,0.009739936,0.3661051,0.012279007,0.23415892,0.003187856,0.41523466,66.5,8158.5,311.0,19745.0,-123.5,12252.5,-60.0,9162.0,0.0018198851,0.35818505,-0.003910993,0.21796893,0.0036682119,0.415715,43.0,8135.0,277.0,19711.0,280.0,12656.0,92.5,9314.5,0.029760495,0.38612565,0.020021053,0.24190097,0.027105208,0.439152,162.0,8254.0,1746.0,21180.0,553.0,12929.0,158.0,9380.0,1,-3.998895403022256,-55.46481533468424,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1027_0,0.14794503,0.33999348,0.13490692,0.20477961,0.08325967,0.39122415,-1108.0,8085.0,1101.5,18476.5,-2910.0,12195.5,-2676.0,9100.5,0.14168745,0.33373588,0.12451667,0.19438937,0.07838318,0.38634765,-1127.0,8066.0,847.5,18222.5,-2814.5,12291.0,-2673.5,9103.0,0.13820454,0.33025298,0.12927844,0.19915113,0.08624275,0.3942072,-968.0,8225.0,1554.5,18929.5,-2463.5,12642.0,-2246.0,9530.5,0.1473237,0.33937213,0.13776073,0.20763342,0.087716855,0.39568132,-1014.0,8179.0,1514.5,18889.5,-2711.5,12394.0,-2459.5,9317.0,1,1.9461551472807375,-72.79062221949745,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1028_0,0.066271245,0.31147027,0.029854383,0.17865872,0.0554631,0.3740935,39.0,8566.0,2303.5,18805.5,877.5,13104.5,-130.0,9873.0,-0.008791003,0.23640801,-0.025757678,0.12304667,-0.01682728,0.3018031,-105.0,8422.0,-799.0,15703.0,35.0,12262.0,-305.0,9698.0,0.015153462,0.2603525,-0.012292547,0.1365118,0.005793937,0.32442433,54.5,8581.5,321.5,16823.5,555.0,12782.0,-130.0,9873.0,0.03429858,0.2794976,-0.002827637,0.1459767,0.018460408,0.3370908,59.0,8586.0,816.0,17318.0,679.0,12906.0,-251.0,9752.0,1,-14.521041988971037,-67.06601823991738,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1029_0,0.12200352,0.3640056,0.13082658,0.23616023,0.09476348,0.40700355,-331.0,8103.0,3134.0,19226.0,-1145.0,11880.0,-856.5,8964.5,0.080825575,0.32282767,0.07912529,0.18445894,0.067070276,0.37931034,-388.0,8046.0,1788.0,17880.0,-714.0,12311.0,-668.0,9153.0,0.10091731,0.34291938,0.10809198,0.21342564,0.082067184,0.39430726,-401.0,8033.0,2400.0,18492.0,-1038.0,11987.0,-773.0,9048.0,0.08689997,0.32890207,0.095442615,0.20077626,0.06771071,0.3799508,-371.5,8062.5,1851.5,17943.5,-1082.0,11943.0,-759.5,9061.5,1,-10.703920683690365,-54.22379276967312,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1030_0,0.0035371215,0.37405127,-0.0026579842,0.22722568,0.002755491,0.43820685,238.0,8221.0,748.0,21046.0,542.5,13252.5,264.5,9587.5,-0.028559357,0.3419548,-0.019496286,0.21038738,-0.010833422,0.42461795,-20.0,7963.0,-582.0,19716.0,152.0,12862.0,345.0,9668.0,-0.014291851,0.3562223,-0.005115525,0.22476815,-0.013665423,0.42178595,234.0,8217.0,-93.0,20205.0,79.0,12789.0,268.0,9591.0,-0.0025116727,0.3680025,0.0078838235,0.23776749,-0.0067354883,0.42871588,-73.0,7910.0,-516.0,19782.0,-528.0,12182.0,-184.0,9139.0,1,-3.2720685066411512,-54.05320269721882,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1031_0,0.044818796,0.33467498,0.058802247,0.21727048,0.03328317,0.3752059,-99.5,8060.0,1102.0,17740.5,-679.0,11407.5,-317.0,8843.5,0.017027467,0.30688366,0.027358094,0.18582633,0.012036363,0.35395908,-151.5,8008.0,144.5,16783.0,-563.5,11523.0,-259.5,8901.0,0.021117505,0.3109737,0.032571767,0.19104,0.012763343,0.35468608,-181.0,7978.5,110.5,16749.0,-710.5,11376.0,-357.5,8803.0,0.016208462,0.30606467,0.02787072,0.18633896,0.008819587,0.3507423,-178.5,7981.0,-34.5,16604.0,-698.5,11388.0,-338.5,8822.0,1,-10.616334943488711,-54.00927507982538,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1032_0,0.21651594,0.3477644,0.20000757,0.20416057,0.16092628,0.3912423,-1954.0,8105.0,2444.0,18523.0,-3704.0,12242.0,-3384.0,8964.0,0.22523716,0.35648564,0.22241266,0.22656566,0.16501056,0.39532655,-1849.5,8209.5,2865.0,18944.0,-4000.5,11945.5,-3361.0,8987.0,0.23544438,0.36669284,0.23410854,0.23826155,0.17422494,0.40454096,-1942.0,8117.0,3067.0,19146.0,-4168.0,11778.0,-3476.0,8872.0,0.21103983,0.3422883,0.21117231,0.21532531,0.15046018,0.3807762,-1858.0,8201.0,2208.0,18287.0,-4139.0,11807.0,-3387.5,8960.5,1,-5.992077355426651,-57.717790067256,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1033_0,0.084641516,0.32009146,0.0768404,0.19597372,0.07693016,0.36601233,-170.0,8575.0,2619.0,18476.0,-60.0,12421.0,-297.0,9516.0,0.0840406,0.31949052,0.060421854,0.17955518,0.07363513,0.36271733,-424.0,8321.0,1936.0,17793.0,-105.0,12376.0,-636.5,9176.5,0.07660119,0.31205115,0.07902621,0.19815953,0.07077751,0.3598597,-532.0,8213.0,1590.0,17447.0,-805.0,11676.0,-665.0,9148.0,0.10738388,0.34283382,0.09191021,0.21104354,0.09304619,0.3821284,-288.5,8456.5,3059.5,18916.5,-157.5,12323.5,-555.5,9257.5,1,-12.704648484481364,-69.86094658339846,"{""type"":""MultiPoint"",""coordinates"":[]}"
