system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1000_0,0.17331289,0.40730023,0.1631984,0.25211462,0.18098503,0.45530766,-2551.0,8283.0,3105.5,22130.5,-2699.5,13218.5,-2489.5,9320.5,0.14281721,0.37680456,0.13450176,0.223418,0.15369846,0.4280211,-2296.5,8537.5,2290.0,21315.0,-2388.0,13530.0,-2162.0,9648.0,0.13088726,0.3648746,0.13458061,0.22349685,0.13839042,0.41271308,-2565.0,8269.0,866.0,19891.0,-3294.0,12624.0,-2554.0,9256.0,0.15402769,0.38801503,0.14552715,0.2344434,0.15931752,0.43364018,-2589.5,8244.5,1844.5,20869.5,-2975.5,12942.5,-2608.5,9201.5,1,5.381941614452671,118.62518329807098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1001_0,0.05351269,0.34865975,0.05333776,0.22125265,0.08457612,0.41439018,-1413.5,8489.0,854.0,20503.0,-925.0,13074.0,-791.5,9902.0,0.11820065,0.41334772,0.085737474,0.25365236,0.14342445,0.4732385,-1940.5,7962.0,2619.0,22268.0,-742.0,13257.0,-1450.5,9243.0,0.07988238,0.37502944,0.06111388,0.22902876,0.101490475,0.43130454,-1787.5,8115.0,775.0,20424.0,-1187.0,12812.0,-1410.5,9283.0,0.13075967,0.42590675,0.11082562,0.2787405,0.15520371,0.48501778,-1790.5,8112.0,3743.0,23392.0,-805.0,13194.0,-1275.5,9418.0,1,-0.6636304161432965,114.91612932146988,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1002_0,0.052051563,0.37295923,0.045018323,0.22355811,0.035499815,0.43809947,-409.5,8231.0,779.5,21066.0,-772.0,13368.0,-808.5,9621.0,0.046227,0.36713466,0.05857022,0.23711,0.035119593,0.43771926,175.5,8816.0,2255.5,22542.0,-239.0,13901.0,5.5,10435.0,0.028716326,0.349624,0.030513274,0.20905305,0.008799133,0.41139877,-314.0,8326.5,-320.5,19966.0,-1078.5,13061.5,-808.0,9621.5,0.038492363,0.35940003,0.039294995,0.21783479,0.023193195,0.42579284,-610.5,8030.0,-347.5,19939.0,-1334.0,12806.0,-1033.5,9396.0,1,0.5477477444918782,110.28513436877692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1003_0,0.15083206,0.39006937,0.13709445,0.2594088,0.08303925,0.43583342,-2695.0,8701.0,-1675.5,22144.5,-5606.0,13022.0,-4906.5,9716.5,0.15569022,0.39492753,0.13122004,0.2535344,0.06594127,0.41873544,-2405.0,8991.0,-1875.0,21945.0,-5560.0,13068.0,-5104.0,9519.0,0.17028892,0.40952623,0.15074731,0.27306166,0.0911903,0.44398448,-2867.0,8529.0,-1670.0,22150.0,-5980.0,12648.0,-5344.0,9279.0,0.17303951,0.41227683,0.14932844,0.2716428,0.0967477,0.44954187,-2895.0,8501.0,-1434.0,22386.0,-5806.0,12822.0,-5307.0,9316.0,1,-1.9159717537343215,110.11023238295886,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1004_0,0.10264344,0.3938,0.11212031,0.2497833,0.104488164,0.43774715,-790.0,8176.0,2978.0,20907.0,-1040.0,12550.0,-750.0,9093.0,0.07780363,0.3689602,0.11093952,0.24860251,0.0724818,0.40574077,-633.0,8333.0,1783.0,19712.0,-1727.5,11862.5,-756.5,9086.5,0.07833927,0.36949584,0.111794,0.249457,0.0735996,0.40685856,-780.5,8185.5,1486.0,19415.0,-1927.5,11662.5,-904.5,8938.5,0.09068097,0.38183752,0.11818469,0.2558477,0.09483134,0.4280903,-645.0,8321.0,2849.0,20778.0,-1278.0,12312.0,-548.0,9295.0,1,2.5072428737417907,113.63683852535527,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1005_0,0.09316027,0.40419412,0.0914469,0.24888758,0.11750023,0.46906537,-1571.5,8470.0,2506.0,23436.0,-1141.0,14095.0,-1055.0,9944.0,0.07705253,0.38808638,0.06900836,0.22644906,0.10843976,0.4600049,-1787.0,8254.5,1388.0,22318.0,-1159.5,14076.5,-1160.5,9838.5,0.072047375,0.38308123,0.07496183,0.23240252,0.095129676,0.44669482,-1395.0,8646.5,1677.5,22607.5,-1155.0,14081.0,-915.0,10084.0,0.07390655,0.38494042,0.07217857,0.22961926,0.09910698,0.45067212,-1725.5,8316.0,1031.0,21961.0,-1477.0,13759.0,-1246.0,9753.0,1,-1.5831459409680388,110.88125639131864,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1006_0,0.06380891,0.3599759,0.07348981,0.21853352,0.064059176,0.4075588,70.0,8551.0,2960.0,20316.0,70.0,13029.0,136.5,9561.0,0.07494783,0.37111482,0.09654379,0.2415875,0.06888296,0.41238257,246.0,8727.0,3620.0,20976.0,-146.0,12813.0,196.5,9621.0,0.089933135,0.3861001,0.09171272,0.23675643,0.08734488,0.43084452,-397.0,8084.0,2967.0,20323.0,-417.0,12542.0,-423.5,9001.0,0.05957786,0.35574484,0.09080479,0.2358485,0.025463961,0.3689636,1130.0,9611.0,3494.0,20850.0,-67.0,12892.0,483.5,9908.0,1,-1.14925965873831,114.45475459154609,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1007_0,0.088592164,0.3466316,0.091116525,0.18896827,0.084922984,0.39446187,-1028.0,8780.0,1617.0,20219.0,-1494.0,13792.0,-1161.0,9810.0,0.11216692,0.37020636,0.11962573,0.21747749,0.11104474,0.42058364,-1290.0,8518.0,2282.0,20884.0,-1863.0,13423.0,-1372.0,9599.0,0.10609937,0.3641388,0.12365345,0.2215052,0.11135536,0.42089427,-955.5,8852.5,3118.5,21720.5,-1443.0,13843.0,-846.5,10124.5,0.10923197,0.3672714,0.122847416,0.22069916,0.105214216,0.4147531,-1289.0,8519.0,1991.5,20593.5,-2139.0,13147.0,-1441.0,9530.0,1,0.6024551452947572,110.09217624574805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1008_0,0.15604292,0.39046627,0.17165457,0.24304768,0.13854012,0.4450957,-1524.0,8213.0,3042.5,21388.5,-2876.5,13024.5,-2002.0,9376.0,0.12128924,0.3557126,0.14849678,0.2198899,0.11035047,0.41690603,-1211.0,8526.0,2372.0,20718.0,-2652.0,13249.0,-1532.0,9846.0,0.13447386,0.36889723,0.15267353,0.22406664,0.11482852,0.4213841,-1422.0,8315.0,2080.0,20426.0,-2953.0,12948.0,-1961.0,9417.0,0.12767185,0.3620952,0.14177105,0.21316417,0.11680287,0.42335844,-1583.0,8154.0,1781.0,20127.0,-2847.0,13054.0,-1952.0,9426.0,1,4.758870133387371,117.99860838739761,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1009_0,0.06194468,0.35407513,0.06952989,0.21732128,0.032064397,0.40047038,-415.0,8412.0,525.5,19650.0,-1565.5,12634.0,-1103.5,9373.5,0.04188061,0.33401108,0.07134106,0.21913244,0.014169218,0.3825752,-330.0,8497.0,-97.5,19027.0,-2012.5,12187.0,-978.0,9499.0,0.046724074,0.33885455,0.07301515,0.22080654,0.0070407866,0.37544677,-789.0,8038.0,-1422.5,17702.0,-2901.0,11298.5,-1735.5,8741.5,0.057426736,0.3495572,0.08003516,0.22782654,0.031183334,0.39958933,-786.0,8041.0,-380.5,18744.0,-2411.5,11788.0,-1443.0,9034.0,1,-1.7588564105418172,112.73564863232657,"{""type"":""MultiPoint"",""coordinates"":[]}"
