system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1000_0,0.0019252782,0.35779816,0.041434858,0.22199287,-0.027831342,0.41724402,-298.5,8033.0,-2160.0,19536.0,-2621.5,12438.0,-1067.0,9240.0,0.0056815417,0.3615544,0.03965485,0.22021286,-0.019486578,0.42558876,-270.5,8061.0,-1690.0,20006.0,-2274.5,12785.0,-926.0,9381.0,0.023728967,0.37960187,0.05142884,0.23198685,-0.009898042,0.4351773,-367.5,7964.0,-1460.0,20236.0,-2444.5,12615.0,-1207.0,9100.0,0.011097257,0.36697015,0.037958212,0.21851623,-0.026342614,0.41873273,-73.0,8258.5,-1539.0,20157.0,-2132.0,12927.5,-972.5,9334.5,1,-12.583106426539992,-66.92372509891285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1001_0,1.1501021E-4,0.33005017,0.032181013,0.20406568,-0.020545602,0.39337003,-368.5,7878.0,-1799.5,18095.0,-2097.0,11961.5,-909.0,9114.5,-0.012717858,0.3172173,0.03007612,0.20196079,-0.04441113,0.3695045,-344.5,7902.0,-2730.5,17164.0,-2662.5,11396.0,-1126.5,8897.0,0.025394086,0.35532925,0.039197706,0.21108237,0.002574847,0.4164905,-242.5,8004.0,-464.5,19430.0,-1401.5,12657.0,-781.5,9242.0,-0.012623594,0.31731156,0.02479355,0.19667822,-0.04287004,0.3710456,-363.5,7883.0,-2710.5,17184.0,-2523.0,11535.5,-1118.0,8905.5,1,-3.9751798795215008,-50.40316803478438,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1002_0,0.03837759,0.3215376,0.028620282,0.18076645,0.030485641,0.37321305,-197.0,8199.0,811.0,17963.0,-159.0,12463.0,-360.0,9222.0,0.03106879,0.3142288,0.030528907,0.18267508,0.024078615,0.36680603,-142.0,8254.0,665.0,17817.0,-309.0,12313.0,-285.0,9297.0,0.038013477,0.3211735,0.01947914,0.1716253,0.03154872,0.37427613,-184.0,8212.0,884.0,18036.0,130.0,12752.0,-315.0,9267.0,0.03902126,0.32218128,0.027394954,0.17954113,0.03103316,0.37376058,-217.0,8179.0,790.0,17942.0,-142.0,12480.0,-384.0,9198.0,1,-10.634391080699514,-64.28618159320953,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1003_0,0.15379776,0.34530395,0.19154109,0.21200232,0.100774825,0.38587135,-1693.5,8350.0,789.0,18843.0,-5079.0,12251.0,-3080.5,9170.0,0.15664425,0.34815046,0.1765555,0.19701672,0.11663574,0.40173227,-1772.0,8271.5,1326.0,19380.0,-4329.5,13000.5,-2880.0,9370.5,0.14998192,0.34148812,0.19186217,0.2123234,0.100623086,0.38571963,-1827.5,8216.0,480.0,18534.0,-5288.0,12042.0,-3152.5,9098.0,0.15261663,0.34412283,0.17584303,0.19630426,0.10073667,0.3858332,-1780.5,8263.0,591.0,18645.0,-4804.0,12526.0,-3152.5,9098.0,1,-4.285368147127972,-59.687795485330106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1004_0,0.039013915,0.34794956,0.049874038,0.22011364,0.028332718,0.3902239,127.0,8171.0,1461.0,18629.0,-265.5,11907.5,-52.5,9011.5,0.028754506,0.33769014,0.0347972,0.20503679,0.026300691,0.38819185,75.0,8119.0,1254.0,18422.0,-20.0,12153.0,57.0,9121.0,0.012001596,0.32093725,0.02442432,0.19466391,0.007529395,0.36942056,224.0,8268.0,787.5,17955.5,-69.0,12104.0,166.5,9230.5,0.02298083,0.33191648,0.029008398,0.199248,0.013513119,0.37540427,67.0,8111.0,693.0,17861.0,-247.0,11926.0,-105.0,8959.0,1,-10.835434041285463,-69.35914766568929,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1005_0,0.21993878,0.34326717,0.19598098,0.20660314,0.18809132,0.39155042,-979.5,8277.5,4945.0,18931.0,-1244.0,12448.0,-1659.5,9255.5,0.19243439,0.31576276,0.17055781,0.18117997,0.16096056,0.36441967,-1106.0,8151.0,3512.0,17498.0,-1562.0,12130.0,-1815.5,9099.5,0.18476292,0.3080913,0.16196992,0.17259207,0.1551577,0.3586168,-1012.5,8244.5,3478.0,17464.0,-1369.0,12323.0,-1677.5,9237.5,0.20275699,0.32608536,0.17579299,0.18641515,0.17003852,0.37349764,-995.0,8262.0,4127.0,18113.0,-1271.0,12421.0,-1710.0,9205.0,1,-7.590988729630987,-64.53654206289364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1006_0,0.0800001,0.36242157,0.095398,0.22136126,0.061630458,0.41955006,-1184.0,8056.5,160.5,19703.0,-2609.0,12561.0,-1714.5,9220.5,0.07628786,0.3587093,0.09055801,0.21652128,0.052684944,0.41060454,-1112.0,8128.5,-88.5,19454.0,-2641.0,12529.0,-1753.0,9182.0,0.084310144,0.3667316,0.099687584,0.22565086,0.05807282,0.41599244,-1066.0,8174.5,277.5,19820.0,-2648.0,12522.0,-1751.5,9183.5,0.07518442,0.35760587,0.088085994,0.21404926,0.05934123,0.41726083,-1210.5,8030.0,-13.0,19529.5,-2527.0,12643.0,-1694.0,9241.0,1,-6.5933197750878465,-53.59398392397692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1007_0,0.087674685,0.3184754,0.092431605,0.16547981,0.041687336,0.379756,-1318.0,8350.5,-968.5,18576.0,-3582.5,13301.0,-2612.5,9602.0,0.06712483,0.29792553,0.08019855,0.15324676,0.038084287,0.37615296,-1315.5,8353.0,-1118.5,18426.0,-3354.5,13529.0,-2247.5,9967.0,0.09752244,0.32832316,0.11693707,0.18998528,0.06282299,0.40089166,-1202.5,8466.0,251.5,19796.0,-3408.5,13475.0,-2204.5,10010.0,0.081545554,0.31234628,0.08451546,0.15756367,0.060411435,0.39848012,-1120.0,8548.5,330.0,19874.5,-2419.5,14464.0,-1800.5,10414.0,1,-10.580492163652343,-64.16086661107485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1008_0,0.10570206,0.31473723,0.07250426,0.15987206,0.10562048,0.37505814,-229.5,8734.5,3642.5,19218.5,847.5,13920.5,-173.0,10017.0,0.121022165,0.33005732,0.10368464,0.19105244,0.097199686,0.36663735,-685.0,8279.0,2288.0,17864.0,-940.0,12133.0,-1192.0,8998.0,0.09931839,0.30835354,0.103720784,0.19108859,0.07747662,0.34691426,-532.5,8431.5,1813.0,17389.0,-1263.5,11809.5,-997.5,9192.5,0.10025602,0.30929118,0.09406048,0.18142828,0.082383186,0.35182083,-643.0,8321.0,1778.0,17354.0,-1049.0,12024.0,-1035.0,9155.0,1,-13.610419785459078,-63.28500920905832,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1009_0,0.072721735,0.34090257,0.06366228,0.19320907,0.04846145,0.38468388,-362.0,8292.0,1239.0,18660.0,-808.0,12617.0,-881.0,9172.0,0.07479535,0.34297618,0.07261007,0.20215686,0.05562803,0.39185047,-520.0,8134.0,1195.0,18616.0,-1070.0,12355.0,-945.5,9107.5,0.07577473,0.34395555,0.08037319,0.20991997,0.053282067,0.3895045,-417.5,8236.5,1325.5,18746.5,-1183.5,12241.5,-902.0,9151.0,0.07004963,0.33823046,0.075746,0.20529278,0.04966811,0.38589054,-541.0,8113.0,888.0,18309.0,-1353.0,12072.0,-999.0,9054.0,1,-6.772264179684456,-63.074264443403884,"{""type"":""MultiPoint"",""coordinates"":[]}"
