system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,4_NBR_lag0,4_NDMI_lag0,4_NDVI_lag0,4_SR_B4_lag0,4_SR_B5_lag0,4_SR_B6_lag0,4_SR_B7_lag0,class,latitude,longitude,.geo
1_3000_0,-0.14035119,0.27145216,-0.23412167,0.16801415,0.3656385,0.33352563,-18270.0,9242.0,-7308.0,18492.0,2171.0,13172.0,-153.0,10596.0,-0.03457086,0.37723246,-0.035518777,0.36661702,0.051095776,0.018982932,-4980.0,22532.0,-2396.0,23404.0,-154.0,10847.0,-166.0,10583.0,-0.0719812,0.33982214,-0.06986148,0.33227435,0.042407785,0.010294939,-7588.0,19924.0,-5461.5,20338.5,-807.5,10193.5,-727.5,10021.5,-0.0075159436,0.4042874,-0.04122908,0.36090672,8.610399E-4,-0.031251807,-734.0,26778.0,-645.0,25155.0,812.0,11813.0,-78.0,10671.0,0.41180333,0.40213582,-0.032112844,27512.0,25800.0,11001.0,10749.0,1,61.21744675112883,92.02822369197384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3001_0,-0.02112011,0.2428692,-0.062192157,0.16957326,0.06502907,0.27751228,-1696.5,8126.0,-754.5,14368.5,770.0,10202.0,-53.0,8753.0,0.01209382,0.2760831,0.0025250458,0.23429047,-0.0112844445,0.20119877,39.5,9862.0,-293.0,14830.0,-232.0,9200.0,-393.0,8413.0,-0.017797526,0.24619177,-0.015767487,0.21599793,0.04066005,0.25314325,-1387.5,8435.0,-970.0,14153.0,-307.0,9125.0,-245.0,8561.0,0.02653122,0.29052052,0.03425255,0.26601797,0.06030435,0.27278757,-1050.5,8772.0,230.0,15353.0,-531.0,8901.0,-365.5,8440.5,0.2639893,0.23176542,0.21248321,9822.5,15123.0,9432.0,8806.0,1,60.845544223503346,90.88394968306238,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3002_0,-0.14921093,0.24841338,-0.23709439,0.13024853,0.2613087,0.2758184,-14167.0,9435.0,-7675.0,16622.0,1549.0,12791.0,-465.0,10007.0,-0.11210277,0.28552154,-0.12768255,0.23966037,0.0986236,0.113133304,-9178.0,14424.0,-6193.0,18104.0,-138.0,11104.0,-410.0,10062.0,-0.07687676,0.32074755,-0.123302564,0.24404036,0.119445756,0.13395546,-7639.5,15962.5,-3396.5,20900.5,1458.5,12700.5,277.0,10749.0,-0.044497024,0.3531273,-0.032138404,0.3352045,-0.03430457,-0.019794874,-1578.0,22024.0,-3128.0,21169.0,-702.0,10540.0,-352.0,10120.0,0.3976243,0.36734292,0.014509697,23602.0,24297.0,11242.0,10472.0,1,61.22121967532213,91.99507585798982,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3003_0,-0.20797482,0.31260794,-0.26276785,0.20482749,0.31797314,0.3062039,-24915.5,9385.5,-15833.0,17670.0,-492.0,11662.0,-1309.5,9253.5,0.028473755,0.54905653,0.013691027,0.48128635,-0.047756087,-0.059525304,3710.0,38011.0,237.0,33740.0,-339.0,11815.0,-741.0,9822.0,-0.10503652,0.41554624,-0.13731794,0.33027738,0.051262237,0.03949302,-13385.0,20916.0,-10867.0,22636.0,-758.0,11396.0,-1217.0,9346.0,-0.16500185,0.3555809,-0.15683629,0.31075904,-0.026520235,-0.038289454,-11211.0,23090.0,-12116.0,21387.0,-908.0,11246.0,-396.0,10167.0,0.52058274,0.46759534,-0.011769217,34301.0,33503.0,12154.0,10563.0,1,60.67872707524236,91.1801242322366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3004_0,0.19571902,0.31316406,0.1537947,0.23600128,0.21824488,0.32777143,-1230.0,8823.0,4901.0,17427.0,149.0,10772.0,-778.0,9115.0,0.21245301,0.32989803,0.22459702,0.30680358,0.019424222,0.12895077,4085.0,14138.0,5798.0,18324.0,-903.0,9720.0,-660.0,9233.0,0.2087117,0.32615674,0.22001521,0.30222178,0.14160658,0.25113314,-98.5,9954.5,4105.0,16631.0,-1711.5,8911.5,-1442.5,8450.5,0.22735575,0.34480077,0.19761722,0.27982378,0.12236734,0.2318939,1268.5,11321.5,5631.5,18157.5,-405.5,10217.5,-1046.5,8846.5,0.11744502,0.08220658,0.10952655,10053.0,12526.0,10623.0,9893.0,1,60.830991515900614,90.6368231484011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3005_0,-0.019532923,0.26831698,0.006227808,0.2105451,0.07475528,0.29078075,-2941.0,8389.0,-2306.0,15268.0,-1654.0,9957.0,-910.0,8808.0,-0.018183772,0.26966614,0.041336987,0.24565427,0.07060615,0.2866316,-2748.0,8582.0,-2095.5,15478.5,-2237.5,9373.5,-814.5,8903.5,0.013404046,0.30125397,0.012766827,0.21708411,0.030880073,0.24690554,-926.0,10404.0,-348.0,17226.0,-530.0,11081.0,-468.0,9250.0,-0.04164655,0.24620336,-0.050047737,0.15426955,0.058743417,0.2747689,-2740.0,8590.0,-2475.0,15099.0,-548.0,11063.0,-585.0,9133.0,0.28784993,0.20431729,0.21602546,11330.0,17574.0,11611.0,9718.0,1,60.97705758109845,92.55912802488847,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3006_0,0.038760394,0.17659087,0.0306163,0.12494181,0.017505405,0.18652722,-37.0,8284.0,377.0,12083.0,-289.0,9399.0,-414.0,8456.0,0.034982953,0.17281343,0.007496864,0.101822376,0.02579507,0.19481689,-274.0,8047.0,235.0,11941.0,46.0,9734.0,-448.0,8422.0,0.0092348065,0.14706528,0.044789262,0.13911477,-0.031583127,0.13743868,-407.0,7914.0,-1270.0,10436.0,-1801.0,7887.0,-1110.0,7760.0,0.0384724,0.17630288,0.009390115,0.10371563,0.034855433,0.20387726,-272.0,8049.0,465.5,12171.5,196.0,9884.0,-347.0,8523.0,0.13783048,0.09432551,0.16902182,8321.0,11706.0,9688.0,8870.0,1,60.67333718353763,92.7051940900863,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3007_0,0.03696534,0.22256312,0.023674237,0.1584368,0.07709192,0.2670452,-2075.0,8068.0,-953.0,13947.0,-1229.0,10132.0,-1366.0,8869.0,0.053184178,0.23878194,0.06067125,0.19543383,0.08567353,0.2756268,-1728.5,8414.5,-82.0,14818.0,-1388.0,9973.0,-1129.5,9105.5,0.025221914,0.21081969,0.022836465,0.15759905,0.0839477,0.273901,-2157.0,7986.0,-889.0,14011.0,-1165.0,10196.0,-1103.0,9132.0,0.067120366,0.25271812,0.035164364,0.16992694,0.10093414,0.29088742,-1962.5,8180.5,-8.0,14892.0,-795.0,10566.0,-1351.5,8883.5,0.18559778,0.13476257,0.18995328,10143.0,14900.0,11361.0,10235.0,1,60.93393844746071,91.89158993725925,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3008_0,-0.21248871,0.20420061,-0.20690002,0.19504204,0.29586983,0.26132318,-18792.0,9133.0,-10465.0,15595.0,-612.5,10504.5,-424.0,10306.0,-0.07345429,0.34323502,-0.048999082,0.35294297,0.03973423,0.0051875953,-6063.5,21861.5,-3970.5,22089.5,-552.5,10564.5,70.5,10800.5,-0.16914414,0.24754518,-0.19654502,0.20539704,0.044569604,0.010022969,-11331.5,16593.5,-9130.5,16929.5,43.0,11160.0,-519.0,10211.0,-0.09564324,0.32104608,-0.11900078,0.28294128,0.10234068,0.067794055,-9403.0,18522.0,-4844.0,21216.0,741.0,11858.0,174.0,10904.0,0.4166893,0.40194207,-0.034546632,27925.0,26060.0,11117.0,10730.0,1,61.17351913373538,92.0212168327577,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3009_0,0.05338599,0.30136615,0.04505158,0.24702393,0.06984293,0.33425918,-687.0,8389.0,1212.0,16813.0,-206.0,10152.0,-375.0,9026.0,0.0292757,0.27725586,0.02292072,0.22489306,0.025775129,0.29019138,-175.0,8901.0,578.0,16179.0,-120.0,10238.0,-246.0,9155.0,0.050716188,0.29869634,0.0714345,0.27340683,0.04486051,0.30927676,-89.0,8987.0,1434.0,17035.0,-638.0,9720.0,-202.0,9199.0,-0.014607884,0.23337227,-0.0559193,0.14605305,0.017052539,0.2814688,-789.0,8287.0,-821.5,14779.5,654.5,11012.5,-214.5,9186.5,0.24798016,0.20197234,0.26441625,9076.0,15601.0,10358.0,9401.0,1,60.84904765311141,92.3068810931077,"{""type"":""MultiPoint"",""coordinates"":[]}"
