system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_lag1,3_NDMI_lag1,3_NDVI_lag1,3_SR_B4_lag1,3_SR_B5_lag1,3_SR_B6_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
2_1366_0,0.001512636,0.35283822,-2.01803E-4,0.21627697,-0.005767427,0.4050384,30.0,8018.0,-192.0,18935.0,-118.5,12201.0,-123.5,9058.0,-0.018912382,0.3324132,-0.024975598,0.19150318,-0.018227294,0.39257854,12.5,8000.5,-785.0,18342.0,126.5,12446.0,8.5,9190.0,-0.0373097,0.31401587,-0.03766363,0.17881516,-0.021833854,0.38897198,-123.0,7865.0,-1248.5,17878.5,135.0,12454.5,152.0,9333.5,0.35132557,0.21647878,0.41080582,7988.0,19127.0,12319.5,9181.5,0,-0.010914530702052188,-74.97298937073742,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1367_0,-0.013796099,0.34821382,0.0012578443,0.21475352,-0.011557671,0.4010981,-16.0,8126.5,-572.5,19011.5,-403.5,12289.5,17.5,9191.0,-0.005465087,0.35654482,0.0077936957,0.22128937,-0.0016532136,0.41100255,176.5,8319.0,345.0,19929.0,14.0,12707.0,279.5,9453.0,0.0113034835,0.3733134,0.007740351,0.22123604,0.017840965,0.43049672,-8.0,8134.5,848.5,20432.5,336.5,13029.5,150.5,9324.0,0.3620099,0.21349567,0.41265577,8142.5,19584.0,12693.0,9173.5,0,-1.7448426921095528,-63.96251859634126,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1368_0,-0.0031723888,0.33335775,0.0032787854,0.20632291,1.5510578E-4,0.37881142,-153.5,8200.0,-334.0,18201.0,-303.5,11975.0,-101.0,9100.0,0.0022136713,0.3387438,0.0034692232,0.20651335,0.0075863167,0.38624263,118.5,8472.0,600.0,19135.0,306.0,12584.5,250.5,9451.5,0.0117057385,0.34823588,0.0049738535,0.20801798,0.018939834,0.39759615,-184.0,8169.5,418.5,18953.5,147.5,12426.0,-38.5,9162.5,0.33653015,0.20304412,0.3786563,8353.5,18535.0,12278.5,9201.0,0,-4.5640255482618475,-56.31453176193289,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1369_0,0.018325118,0.32212454,0.020022884,0.1764496,0.020547308,0.40038946,-57.0,8468.0,809.0,19777.0,8.0,13844.5,11.5,10140.0,-0.010939529,0.29285988,-4.058986E-4,0.1560208,-0.013717471,0.36612466,32.0,8557.0,-526.0,18442.0,-372.5,13464.0,-41.5,10087.0,0.011986452,0.31578588,0.0061576157,0.16258432,1.5140929E-4,0.37999356,127.5,8652.5,290.5,19258.5,35.5,13872.0,-114.0,10014.5,0.30379942,0.15642671,0.37984213,8525.0,18968.0,13836.5,10128.5,0,3.4405026224135615,-73.28972619135426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1370_0,-0.03109071,0.3489437,-0.010900744,0.22782129,-0.032587375,0.3919738,-120.0,7977.0,-1783.0,18262.0,-834.0,11485.0,-191.0,8814.0,-0.0059043793,0.37413004,0.012473243,0.25119528,-0.012813659,0.4117475,-55.0,8042.0,-745.0,19300.0,-768.5,11550.5,-214.5,8790.5,-0.011020821,0.3690136,0.0069305096,0.24565254,-0.011545702,0.41301546,212.5,8309.5,-42.0,20003.0,-205.5,12113.5,214.5,9219.5,0.38003442,0.23872204,0.42456114,8097.0,20045.0,12319.0,9005.0,0,-2.080363450728194,-52.40551280308679,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1371_0,-4.840345E-4,0.33963543,0.012603749,0.2037696,0.003012196,0.39616328,-137.0,8121.0,-181.0,18777.0,-453.0,12420.0,-79.0,9256.0,-0.014503141,0.32561633,-0.003310929,0.18785492,-0.012930637,0.38022044,-133.0,8125.0,-864.0,18094.0,-502.0,12371.0,-130.0,9205.0,-0.005989948,0.3341295,0.001105087,0.19227093,6.8108493E-4,0.39383218,-120.5,8137.5,-246.5,18711.5,-196.5,12676.5,4.0,9339.0,0.34011945,0.19116585,0.39315107,8258.0,18958.0,12873.0,9335.0,0,-8.917710572747108,-56.04557616586751,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1372_0,-0.007879867,0.33127853,-0.012201524,0.20526782,-0.007887659,0.37620455,-123.0,8027.0,-606.0,17709.0,-95.0,11677.0,-142.5,8895.5,0.014505445,0.35366386,0.0040003476,0.22146969,0.009199859,0.39329207,-41.5,8108.5,306.0,18621.0,96.5,11868.5,-147.0,8891.0,0.0066517894,0.3458102,-0.0054424508,0.2120269,0.005268011,0.38936022,-106.5,8043.5,-14.0,18301.0,126.0,11898.0,-142.0,8896.0,0.33915842,0.21746933,0.3840922,8150.0,18315.0,11772.0,9038.0,0,-7.673184578127923,-70.72359875073843,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1373_0,-0.0031559684,0.37632307,-0.009956924,0.21408871,-8.837509E-4,0.4415828,120.0,8185.0,264.0,21130.0,450.5,13678.0,189.0,9575.0,-0.0039352546,0.3755438,-0.00605216,0.21799348,-1.8416322E-4,0.4422824,96.5,8161.5,240.0,21106.0,323.5,13551.0,195.5,9581.5,-0.019816311,0.35966274,-0.019132016,0.20491362,-0.02005459,0.42241198,120.0,8185.0,-709.0,20157.0,73.5,13301.0,107.0,9493.0,0.37947905,0.22404563,0.44246656,8065.0,20866.0,13227.5,9386.0,0,4.319324464867689,-54.91315991870644,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1374_0,1.8067716E-4,0.38791412,-0.007959082,0.22583005,0.006009025,0.46065566,23.5,8353.5,404.0,22623.0,489.0,14287.5,174.0,9977.0,-0.015023368,0.37271008,-0.021068402,0.21272072,-0.010588447,0.44405818,-94.0,8236.0,-826.0,21393.0,89.5,13888.0,-27.0,9776.0,-0.022214826,0.3655186,-0.023321358,0.21046777,-0.021202374,0.43344426,-158.0,8172.0,-1543.0,20676.0,-312.5,13486.0,-196.0,9607.0,0.38773343,0.23378913,0.45464665,8330.0,22219.0,13798.5,9803.0,0,2.680797386633682,-63.075881410915294,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1375_0,0.0037899772,0.3502662,0.009511783,0.22086804,0.009307034,0.396267,-23.0,8143.0,357.5,18832.5,-9.5,12018.5,95.0,9062.0,0.0026345088,0.34911072,0.0032389509,0.21459521,0.0075677214,0.39452767,-72.5,8093.5,166.0,18641.0,26.0,12054.0,26.5,8993.5,0.0071258633,0.35360208,0.00828215,0.2196384,0.011363991,0.39832395,-53.0,8113.0,380.0,18855.0,36.0,12064.0,37.0,9004.0,0.3464762,0.21135627,0.38695994,8166.0,18475.0,12028.0,8967.0,0,-8.927951366986072,-56.460867321715966,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1376_0,0.05318138,0.2843663,0.030973205,0.18348606,0.05285485,0.32129225,-236.5,7778.5,1246.0,15143.0,228.5,10447.5,-240.5,8437.5,0.07441519,0.30560014,0.048801187,0.20131405,0.07978134,0.3482187,-148.0,7867.0,2376.0,16273.0,600.0,10819.0,-23.0,8655.0,0.045798693,0.27698365,0.029416889,0.18192974,0.05153349,0.31997088,-76.0,7939.0,1513.0,15410.0,447.0,10666.0,47.0,8725.0,0.23118494,0.15251285,0.2684374,8015.0,13897.0,10219.0,8678.0,0,-12.369127725862722,-72.84452113654463,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1377_0,6.610253E-4,0.35926118,0.017472157,0.2316923,0.006457239,0.40610692,11.0,8237.0,324.0,19502.0,-246.0,12165.0,139.0,9193.0,-0.023019351,0.33558083,-0.017869588,0.19635056,-0.0150057,0.38464397,49.0,8275.0,-558.0,18620.0,97.0,12508.0,209.0,9263.0,-0.014543365,0.34405681,-0.007912222,0.20630792,-0.011124667,0.388525,-57.0,8169.0,-628.0,18550.0,-206.0,12205.0,-1.0,9053.0,0.35860017,0.21422014,0.39964968,8226.0,19178.0,12411.0,9054.0,0,-3.052699914259164,-65.21728538519942,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1378_0,0.03622801,0.35712025,0.03212948,0.2142621,0.034792747,0.4116872,-83.5,8036.5,1341.0,19284.0,64.5,12478.5,-90.0,9135.0,0.005851163,0.3267434,0.0030812104,0.18521383,0.0028091723,0.3797036,147.0,8267.0,445.0,18388.0,227.0,12641.0,106.0,9331.0,4.2235418E-4,0.32131457,1.2196588E-5,0.18214482,-6.7291997E-4,0.37622154,417.5,8537.5,893.0,18836.0,617.5,13031.5,450.0,9675.0,0.3208922,0.18213262,0.37689444,8120.0,17943.0,12414.0,9225.0,0,-3.8708854750352244,-68.9675720333416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1379_0,-0.01156361,0.34100407,-0.014152588,0.19864166,-0.012276759,0.3939109,-128.5,8057.5,-854.0,18531.0,-193.5,12389.0,-172.5,9106.5,-0.007291279,0.34527642,-0.00969021,0.20310403,-0.009374778,0.3968129,-152.0,8034.0,-780.5,18604.5,-259.5,12323.0,-224.5,9054.5,-0.0032319108,0.34933576,7.080789E-4,0.21350232,-0.008924396,0.39726326,95.0,8281.0,-188.0,19197.0,-140.5,12442.0,-22.0,9257.0,0.35256767,0.21279424,0.40618765,8186.0,19385.0,12582.5,9279.0,0,-1.3004461210556255,-71.52265019596274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1380_0,0.02460721,0.32378113,0.012081411,0.20465925,0.009453152,0.3708701,-54.0,7950.0,259.0,17323.0,-116.0,11437.0,-356.0,8849.0,0.015474155,0.3146481,0.006979257,0.1995571,-0.0060210302,0.3553959,-18.0,7986.0,-272.0,16792.0,-348.0,11205.0,-451.0,8754.0,-0.0019333309,0.2972406,0.0030791855,0.19565703,-0.019234793,0.34218216,-124.0,7880.0,-986.0,16078.0,-737.0,10816.0,-495.0,8710.0,0.29917392,0.19257784,0.36141694,8004.0,17064.0,11553.0,9205.0,0,-9.900826819687513,-71.57681860759516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1381_0,0.014102769,0.36117414,0.0060173413,0.21508345,0.014158571,0.4249937,-63.0,7990.0,517.0,19801.0,176.0,12791.0,-54.0,9293.0,0.023338601,0.37040997,0.020546557,0.22961268,0.0190314,0.42986652,-129.0,7924.0,589.0,19873.0,-164.0,12451.0,-217.0,9130.0,-0.010078843,0.3369925,-0.0167183,0.19234781,-0.012807206,0.39802793,-55.5,7997.5,-710.5,18573.5,-34.0,12581.0,-136.5,9210.5,0.34707135,0.20906611,0.41083512,8053.0,19284.0,12615.0,9347.0,0,4.187811107272592,-56.079532483607224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1382_0,-0.07306255,0.26156586,-0.036163826,0.16349353,-0.087705,0.30536255,-208.5,7723.5,-3692.0,14514.0,-1711.0,10435.0,-581.0,8495.5,0.0021558106,0.33678424,0.00691587,0.20657322,0.007358779,0.40042636,84.0,8016.0,517.0,18723.0,166.0,12312.0,212.5,9289.0,-0.024962876,0.30966556,-0.011071705,0.18858565,-0.03788202,0.35518554,704.0,8636.0,-56.0,18150.0,244.5,12390.5,490.5,9567.0,0.33462843,0.19965735,0.39306757,7932.0,18206.0,12146.0,9076.5,0,3.276649914590161,-64.78663303799252,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1383_0,-0.005412074,0.32218558,-0.0022128443,0.196945,-0.0020801758,0.3723754,2.5,7973.5,-79.0,17435.0,1.0,11697.5,67.5,8938.0,-0.0090285195,0.31856912,-0.0069232457,0.19223459,-0.005343217,0.36911234,122.5,8093.5,50.0,17564.0,203.5,11900.0,206.5,9077.0,0.006531636,0.33412927,0.01043556,0.2095934,0.0096357865,0.38409135,-15.0,7956.0,365.0,17879.0,-13.5,11683.0,53.0,8923.5,0.32759765,0.19915783,0.37445557,7971.0,17514.0,11696.5,8870.5,0,-10.583456604089937,-63.91023664680551,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1384_0,0.00816158,0.3111822,0.008720568,0.20037842,0.0026211624,0.35080355,33.5,7927.5,167.5,16495.0,-87.5,10988.0,-68.0,8665.5,0.0067886347,0.30980927,0.0011249814,0.19278283,0.009836811,0.3580192,59.5,7953.5,497.0,16824.5,310.5,11386.0,132.0,8865.5,-0.015461823,0.2875588,-0.009813725,0.18184413,-0.015035043,0.33314735,-125.0,7769.0,-796.0,15531.5,-323.5,10752.0,-139.5,8594.0,0.30302063,0.19165784,0.3481824,7894.0,16327.5,11075.5,8733.5,0,-6.010133492637453,-53.83167814815495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1385_0,-0.0036213666,0.32931313,-0.009726321,0.1891714,-0.0076914486,0.36696035,9.0,8371.0,-305.5,18076.0,42.5,12325.0,-79.0,9120.0,0.011954962,0.34488946,0.0067130537,0.20561078,0.01579755,0.39044935,-148.0,8214.0,355.5,18737.0,63.5,12346.0,-72.0,9127.0,-0.009422866,0.32351163,-0.019552099,0.17934564,-0.0027354246,0.37191635,-342.0,8020.0,-863.5,17518.0,-92.5,12190.0,-245.0,8954.0,0.3329345,0.19889773,0.3746518,8362.0,18381.5,12282.5,9199.0,0,-4.442483490320476,-60.68034404275377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1386_0,-0.017120523,0.31193736,-0.010152172,0.18292113,-0.018594375,0.3675891,-770.5,7901.5,-2497.0,17087.0,-1443.0,11802.5,-925.0,8961.5,0.027756669,0.35681453,0.028064083,0.22113739,0.025447594,0.41163105,-644.0,8028.0,-323.0,19261.0,-960.5,12285.0,-756.0,9130.5,1.1018986E-4,0.32916805,0.009524362,0.20259766,0.0014004923,0.38758397,-785.0,7887.0,-1714.0,17870.0,-1396.5,11849.0,-867.5,9019.0,0.32905787,0.1930733,0.38618347,8672.0,19584.0,13245.5,9886.5,0,0.6830340262802782,-53.295114428950356,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1387_0,-0.0057753893,0.31738245,-4.8665988E-4,0.18869893,-0.002463465,0.37371656,-43.5,8051.5,-197.5,17660.5,-122.5,12053.5,16.0,9151.0,-0.01599438,0.30716348,-0.017351823,0.17183377,-0.013020768,0.36315924,-56.0,8039.0,-650.5,17207.5,-15.0,12161.0,-14.5,9120.5,0.00352823,0.32668608,0.0033222148,0.1925078,0.0032561864,0.3794362,-104.0,7991.0,-95.0,17763.0,-148.0,12028.0,-120.0,9015.0,0.32315785,0.18918559,0.37618002,8095.0,17858.0,12176.0,9135.0,0,-12.704648484481364,-53.18408265983319,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1388_0,0.003119045,0.32902223,-6.8415713E-4,0.20378578,0.0058877403,0.3759375,-94.5,7946.5,32.5,17520.5,38.0,11588.5,-45.5,8845.5,0.007930475,0.33383366,0.0052360347,0.20970596,0.005862308,0.37591207,20.5,8061.5,285.0,17773.0,60.5,11611.0,-14.5,8876.5,0.009782715,0.3356859,0.007502164,0.21197209,0.006333028,0.37638277,105.0,8146.0,491.0,17979.0,139.5,11690.0,51.0,8942.0,0.32590318,0.20446993,0.37004974,8041.0,17488.0,11550.5,8891.0,0,-8.82257898415885,-59.96375794061163,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1389_0,0.022907643,0.34142184,0.038408317,0.20768498,0.020800475,0.39865637,-108.5,8033.5,653.0,18685.0,-552.5,12258.5,-146.5,9173.5,0.010593428,0.3291076,0.025664913,0.19494157,0.018216677,0.39607257,-69.0,8073.0,630.0,18662.0,-238.0,12573.0,100.0,9420.0,0.010653443,0.32916763,0.013598538,0.1828752,0.013399988,0.3912559,48.5,8190.5,687.0,18719.0,120.0,12931.0,127.5,9447.5,0.3185142,0.16927665,0.3778559,8142.0,18032.0,12811.0,9320.0,0,-14.573323938506793,-60.22624566663135,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1390_0,-0.0027928068,0.33453542,-9.4858074E-4,0.20512731,-2.8187197E-4,0.3738004,-128.5,7928.0,-293.5,17393.0,-170.5,11472.0,-91.0,8673.0,-0.016212113,0.3211161,-0.012909854,0.19316605,-0.017575314,0.35650697,-105.5,7951.0,-925.5,16761.0,-308.5,11334.0,-151.0,8613.0,-0.015742823,0.3215854,-0.013520895,0.19255501,-0.014530823,0.35955146,25.0,8081.5,-531.0,17155.5,-27.0,11615.5,42.5,8806.5,0.33732823,0.20607589,0.37408227,8056.5,17686.5,11642.5,8764.0,0,2.3997145342326838,-68.15504585885549,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1391_0,0.016621694,0.35188866,0.022312216,0.22428566,0.0065211556,0.37853363,164.5,8277.0,636.0,18360.0,-134.5,11633.0,-21.5,8802.0,0.0311257,0.36639267,0.028878218,0.23085167,0.027736401,0.39974886,14.0,8126.5,1226.5,18950.5,74.5,11842.0,-36.0,8787.5,0.010690189,0.34595716,0.019878738,0.22185218,0.008999666,0.38101214,27.5,8140.0,437.0,18161.0,-201.5,11566.0,1.5,8825.0,0.33526698,0.20197345,0.37201247,8112.5,17724.0,11767.5,8823.5,0,-5.710455513855181,-68.21756860263021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1392_0,0.009541226,0.35398403,0.011588021,0.21693224,0.013736876,0.40484968,16.0,8032.0,645.5,18959.5,126.0,12200.0,116.0,9046.0,-2.221635E-4,0.34422064,-0.0019067504,0.20343746,0.0034655142,0.3945783,24.0,8040.0,206.0,18520.0,184.5,12258.5,105.0,9035.0,0.015228423,0.35967124,0.010666656,0.21601087,0.018352369,0.40946516,232.0,8248.0,1372.0,19686.0,618.0,12692.0,341.0,9271.0,0.3444428,0.20534422,0.3911128,8016.0,18314.0,12074.0,8930.0,0,-1.3149988286583616,-72.46129983633924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1393_0,-0.011272255,0.34287006,-0.009295852,0.21494499,-0.018794192,0.37809542,-75.5,8049.0,-981.5,17836.0,-399.0,11525.0,-247.0,8728.0,-0.028736101,0.3254062,-0.027980411,0.19626044,-0.02594559,0.37094402,110.0,8234.5,-871.5,17946.0,133.5,12057.5,159.0,9134.0,-0.017013999,0.3371283,-0.01647412,0.20776673,-0.018888842,0.37800077,-66.5,8058.0,-965.5,17852.0,-214.0,11710.0,-125.0,8850.0,0.3541423,0.22424085,0.39688963,8124.5,18817.5,11924.0,8975.0,0,-6.896770678063421,-68.5633301554878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1394_0,-0.007931319,0.34985155,-0.004536721,0.21553569,-0.012522093,0.40220562,-91.5,7995.5,-793.5,18754.5,-392.5,12103.5,-213.0,9033.0,-0.0054092975,0.35237357,-0.007734984,0.21233742,-0.011351001,0.4033767,76.0,8163.0,-347.0,19201.0,-21.0,12475.0,-51.0,9195.0,5.0816074E-4,0.35829103,2.2149365E-4,0.2202939,-0.0016427657,0.41308492,-85.0,8002.0,-282.0,19266.0,-186.0,12310.0,-144.0,9102.0,0.35778287,0.2200724,0.4147277,8087.0,19548.0,12496.0,9246.0,0,-9.349979887465423,-70.65784207194088,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1395_0,0.019450331,0.32646257,0.025250575,0.19662032,0.021758214,0.38552186,-2.5,8291.0,917.5,18694.5,-24.5,12551.0,67.0,9492.5,0.02991799,0.33693022,0.017794399,0.18916413,0.042938985,0.40670264,93.5,8387.0,2108.5,19885.5,983.5,13559.0,437.0,9862.5,0.05542559,0.3624378,0.04837979,0.21974953,0.055484165,0.4192478,195.5,8489.0,2968.5,20745.5,695.0,13270.5,282.5,9708.0,0.30701223,0.17136975,0.36376363,8293.5,17777.0,12575.5,9425.5,0,4.278091793326603,-54.95547056858847,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1396_0,-0.01967889,0.33284116,-0.014486279,0.19830747,-0.03040255,0.37206694,253.5,8262.5,-744.0,18054.0,-123.0,12078.5,38.0,9037.0,-0.006403499,0.34611654,-0.0023320175,0.21046174,-0.009898925,0.39257059,167.0,8176.0,-54.0,18744.0,24.5,12226.0,106.0,9105.0,-0.013295239,0.33922482,-0.011451693,0.20134206,-0.013747499,0.388722,29.0,8038.0,-537.0,18261.0,-61.5,12140.0,11.0,9010.0,0.35252005,0.21279375,0.40246952,8009.0,18798.0,12201.5,8999.0,0,-7.301551545087677,-72.31253882528904,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1397_0,-0.006683391,0.36362395,-0.0071827173,0.224436,-0.0052694622,0.42065582,40.5,8145.0,-157.5,19973.0,92.0,12651.0,70.5,9321.0,-0.00924598,0.36106136,-0.009682688,0.22193603,-0.0071621295,0.41876313,-87.5,8017.0,-561.5,19569.0,-98.5,12460.5,-64.0,9186.5,-0.0025350878,0.36777225,-0.0050823386,0.22653638,-0.003465377,0.4224599,49.5,8154.0,-47.5,20083.0,105.5,12664.5,32.5,9283.0,0.37030736,0.23161872,0.42592528,8104.5,20130.5,12559.0,9250.5,0,-8.182798838808928,-52.505225799624064,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1398_0,0.016689865,0.34450334,0.018272158,0.20841219,0.022131167,0.3810039,-231.5,8299.5,435.0,18516.5,-174.5,12129.5,-126.0,9027.5,0.01079395,0.33860743,0.02071531,0.21085535,0.010823595,0.36969632,92.5,8623.5,658.0,18739.5,-91.0,12213.0,105.5,9259.0,0.009328545,0.33714202,0.016509227,0.20664926,0.009181544,0.36805424,-98.0,8433.0,174.5,18256.0,-301.0,12003.0,-103.5,9050.0,0.32781348,0.19014004,0.3588727,8531.0,18081.5,12304.0,9153.5,0,-4.301268327656887,-61.825426535420924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1399_0,0.013347866,0.36156282,0.009505684,0.22411618,0.011272956,0.40409586,112.5,8031.0,758.5,18923.0,248.5,11994.0,91.5,8873.0,-0.0057398397,0.34247512,-0.0041421787,0.21046832,-0.003196093,0.38962683,284.0,8202.5,510.0,18674.5,435.0,12180.5,365.0,9146.5,-0.014569476,0.33364546,-0.019952152,0.19465834,-0.014893772,0.37792915,118.5,8037.0,-362.0,17802.5,255.5,12001.0,113.5,8895.0,0.34821495,0.2146105,0.39282292,7918.5,18164.5,11745.5,8781.5,0,-0.6517726543929189,-60.98379494572934,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1400_0,0.008108699,0.3487206,0.009224815,0.21279748,0.0061463527,0.39443868,102.5,8177.5,504.0,18830.5,95.5,12222.5,79.0,9093.0,0.024692625,0.36530453,0.028357545,0.23193021,0.019691948,0.4079843,59.0,8134.0,1018.5,19345.0,-66.0,12061.0,-21.0,8993.0,0.008311123,0.34892303,0.010156737,0.2137294,0.020269888,0.4085622,366.0,8441.0,1776.5,20103.0,896.0,13023.0,689.0,9703.0,0.3406119,0.20357266,0.38829234,8075.0,18326.5,12127.0,9014.0,0,-1.6109038832473321,-56.73063140153705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1401_0,-0.02529486,0.3357902,-0.02762522,0.20363599,-0.01739949,0.38142902,-74.0,8034.0,-924.0,17942.0,92.0,11871.0,65.5,8921.5,-0.018265782,0.34281927,-0.021135643,0.21012558,-0.013579176,0.38524932,-14.5,8093.5,-628.5,18237.5,125.0,11904.0,69.5,8925.5,-0.004567015,0.35651803,-0.009579428,0.22168179,0.0010435862,0.3998721,102.5,8210.5,286.0,19152.0,422.5,12201.5,229.0,9085.0,0.36108506,0.23126122,0.3988285,8108.0,18866.0,11779.0,8856.0,0,-2.319405147832399,-60.40141714703466,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1402_0,-0.013104135,0.33826712,-0.01692322,0.19893917,-0.015056263,0.37869778,170.5,8149.0,-259.5,18083.0,252.5,12082.0,137.5,8941.5,-0.023541164,0.3278301,-0.012802726,0.20305966,-0.025890406,0.36786363,198.5,8177.0,-648.5,17694.0,-108.5,11721.0,153.0,8957.0,-0.030622978,0.3207483,-0.027164172,0.18869822,-0.030519202,0.36323485,167.0,8145.5,-904.0,17438.5,72.5,11902.0,164.5,8968.5,0.35137126,0.2158624,0.39375404,7978.5,18342.5,11829.5,8804.0,0,-6.103109124543823,-73.53793070435648,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1403_0,-0.0034359405,0.31979162,-0.0024568483,0.19250956,-0.0020384071,0.3622157,57.5,8244.0,40.5,17608.0,88.0,11923.0,90.0,9075.0,-7.9485116E-4,0.32243273,0.0012933612,0.19625978,0.0050682873,0.3693224,-84.5,8102.0,23.5,17591.0,-16.0,11819.0,28.0,9013.0,-0.011866798,0.31136078,-0.0046231896,0.19034323,-0.0072609372,0.35699317,-56.0,8130.5,-409.0,17158.5,-164.0,11671.0,25.5,9010.5,0.32322755,0.19496642,0.3642541,8186.5,17567.5,11835.0,8985.0,0,-11.482221045851519,-63.80297780188164,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1404_0,0.021631574,0.34762114,0.01439783,0.19706006,0.033156186,0.4055316,146.5,8404.0,1814.0,19870.0,849.5,13328.0,441.0,9619.0,-0.008523885,0.3174657,-0.00472918,0.17793305,0.0012603595,0.37363577,179.0,8436.5,445.5,18501.5,433.5,12912.0,407.0,9585.0,0.00696384,0.33295342,0.005589869,0.1882521,0.016321773,0.38869718,-20.5,8237.0,656.0,18712.0,304.5,12783.0,186.0,9364.0,0.32598957,0.18266223,0.3723754,8257.5,18056.0,12478.5,9178.0,0,-3.2704515391297364,-56.80716786374404,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1405_0,0.018263273,0.34937772,0.009482991,0.21066435,0.018169966,0.3993937,11.0,8073.5,814.0,18811.0,296.0,12264.5,26.5,9070.0,0.016725676,0.3478401,0.01444152,0.21562287,0.013671269,0.39489502,92.5,8155.0,802.0,18799.0,161.5,12130.0,52.5,9096.0,-0.016239345,0.3148751,-0.02540163,0.17577973,-0.0123609435,0.3688628,-54.0,8008.5,-627.5,17369.5,207.5,12176.0,7.0,9050.5,0.33111444,0.20118135,0.38122374,8062.5,17997.0,11968.5,9043.5,0,-0.777357131112828,-73.64141662508705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1406_0,-0.008332886,0.36948323,-0.003885561,0.22673322,-0.012062991,0.42546946,-1.0,8123.0,-609.0,20154.0,-277.0,12704.0,-97.0,9279.0,0.0028931908,0.38070932,-0.001616453,0.22900233,-0.0027408306,0.43479162,54.0,8178.0,-3.0,20760.0,42.5,13023.5,-64.5,9311.5,0.0018407522,0.37965688,-0.0035224578,0.22709632,0.0019377812,0.43947023,2.0,8126.0,105.0,20868.0,163.0,13144.0,7.0,9383.0,0.3778161,0.23061877,0.43753245,8124.0,20763.0,12981.0,9376.0,0,-1.8415912482092252,-60.57119873573325,"{""type"":""MultiPoint"",""coordinates"":[]}"
